mc	mn	timesig	onset	staff	voice	label
76	74	2/4	3/8	1	1	i
77	75	2/4	0	1	1	V]
78	76	2/4	3/8	1	1	I.V/iii{
79	77	2/4	0	1	1	iii6
79	77	2/4	1/4	1	1	iii
80	78	2/4	0	1	1	#viio/iii
80	78	2/4	1/4	1	1	V7/iii
81	79	2/4	0	1	1	iii
81	79	2/4	1/8	1	1	iio/ii
82	80	2/4	0	1	1	V2/ii
83	81	2/4	0	1	1	ii6
83	81	2/4	1/4	1	1	ii
84	82	2/4	0	1	1	#viio/ii
84	82	2/4	1/4	1	1	V7/ii
85	83	2/4	0	1	1	ii
86	84	2/4	0	1	1	V2
87	85	2/4	0	1	1	I6
87	85	2/4	1/4	1	1	I
88	86	2/4	0	1	1	viio
88	86	2/4	1/4	1	1	V7
89	87	2/4	1/4	1	1	I
89	87	2/4	0	1	2	I6}{
90	88	2/4	0	1	2	viio
90	88	2/4	1/4	1	2	V7
91	89	2/4	0	1	2	I
91	89	2/4	1/4	1	2	IV
91	89	2/4	3/8	1	2	V65/V
92	90	2/4	0	1	2	V}
93	91	2/4	0	1	2	I{
94	92	2/4	0	1	2	V2
95	93	2/4	0	1	2	I6
95	93	2/4	1/4	1	2	V2
96	94	2/4	0	1	2	I6
96	94	2/4	1/4	1	2	V65
97	95	2/4	0	1	2	I
97	95	2/4	1/8	1	2	I6
97	95	2/4	1/4	1	2	ii6
97	95	2/4	3/8	1	2	V
98	96	2/4	0	1	2	I[I}
98	96	2/4	3/8	1	2	{
99	97	2/4	0	1	1	V7/IV
100	98	2/4	0	1	1	IV
102	100	2/4	0	1	1	I]
103	101	2/4	0	1	1	I6
104	102	2/4	0	1	1	ii6
105	103	2/4	3/8	1	1	V65/V
106	104	2/4	0	1	1	V}{
106	104	2/4	1/4	1	1	V2
106	104	2/4	3/8	1	1	I6
107	105	2/4	0	1	1	V64
107	105	2/4	1/8	1	1	I
107	105	2/4	1/4	1	1	V65
107	105	2/4	3/8	1	1	I
108	106	2/4	0	1	1	V}{
108	106	2/4	1/4	1	1	V2
108	106	2/4	3/8	1	1	I6
109	107	2/4	0	1	1	V64
109	107	2/4	1/8	1	1	I
109	107	2/4	1/4	1	1	V65
109	107	2/4	3/8	1	1	I
110	108	2/4	0	1	1	V}
110	108	2/4	3/8	1	1	{
112	110	2/4	0	1	1	vi
112	110	2/4	1/4	1	1	viio6/V
112	110	2/4	3/8	1	1	V
113	111	2/4	0	1	1	iii6
114	112	2/4	0	1	1	IV
114	112	2/4	1/4	1	1	ii6
114	112	2/4	3/8	1	1	I6
116	114	2/4	0	1	1	ii
116	114	2/4	1/4	1	1	viio6
116	114	2/4	3/8	1	1	I
117	115	2/4	0	1	1	IV
117	115	2/4	1/4	1	1	viio/V
118	116	2/4	0	1	1	V}
118	116	2/4	3/8	1	1	i
119	117	2/4	0	1	1	V
119	117	2/4	3/8	1	1	i
120	118	2/4	0	1	1	V
120	118	2/4	1/8	1	1	{
121	119	2/4	0	1	1	I
121	119	2/4	1/8	1	1	I6
121	119	2/4	1/4	1	1	IV
121	119	2/4	3/8	1	1	V
122	120	2/4	0	1	1	vi
122	120	2/4	1/8	1	1	IV6
122	120	2/4	1/4	1	1	iii6
122	120	2/4	3/8	1	1	ii6
123	121	2/4	0	1	1	I6
123	121	2/4	1/8	1	1	viio6
123	121	2/4	1/4	1	1	vi6
123	121	2/4	3/8	1	1	V6
124	122	2/4	0	1	1	IV6
124	122	2/4	1/8	1	1	iii6
124	122	2/4	1/4	1	1	ii6
124	122	2/4	3/8	1	1	I6
125	123	2/4	0	1	1	IV
125	123	2/4	1/4	1	1	V(64)
125	123	2/4	3/8	1	1	V
126	124	2/4	0	1	1	I}
126	124	2/4	1/4	1	1	IV6{
127	125	2/4	0	1	1	I64
127	125	2/4	1/4	1	1	ii65
128	126	2/4	0	1	1	I6
128	126	2/4	1/4	1	1	IV6
129	127	2/4	0	1	1	I64
129	127	2/4	1/4	1	1	ii65
130	128	2/4	0	1	1	I6
130	128	2/4	1/4	1	1	IV6
131	129	2/4	0	1	1	I64
131	129	2/4	1/4	1	1	ii65
132	130	2/4	0	1	1	I6
132	130	2/4	1/4	1	1	ii6
133	131	2/4	0	1	1	V(64)
133	131	2/4	1/4	1	1	V7
134	132	2/4	0	1	1	I}
134	132	2/4	3/8	1	1	i
135	133	2/4	0	1	1	V
135	133	2/4	3/8	1	1	i64
136	134	2/4	0	1	1	V
137	135	2/4	3/8	1	1	{
139	137	2/4	0	1	1	vi
139	137	2/4	1/4	1	1	viio/V
139	137	2/4	3/8	1	1	V
140	138	2/4	0	1	1	IV
140	138	2/4	1/4	1	1	#viio/iii
140	138	2/4	3/8	1	1	iii
141	139	2/4	0	1	1	ii
141	139	2/4	1/4	1	1	viio
141	139	2/4	3/8	1	1	I64}{
143	141	2/4	0	1	1	vi6
143	141	2/4	1/4	1	1	viio64/V
143	141	2/4	3/8	1	1	V6
144	142	2/4	0	1	1	iii
145	143	2/4	0	1	1	viio6/V
145	143	2/4	1/4	1	1	#viio64/iii
145	143	2/4	3/8	1	1	iii6
146	144	2/4	0	1	1	I
147	145	2/4	0	1	1	ii6
147	145	2/4	1/4	1	1	viio64
147	145	2/4	3/8	1	1	I6
148	146	2/4	0	1	1	IV
148	146	2/4	1/4	1	1	V(64)
148	146	2/4	3/8	1	1	V
149	147	2/4	0	1	1	I}{
150	148	2/4	0	1	1	viio6/V
150	148	2/4	1/4	1	1	viio
150	148	2/4	3/8	1	1	I
151	149	2/4	0	1	1	ii6
152	150	2/4	0	1	1	V(64)
152	150	2/4	1/4	1	1	V
153	151	2/4	0	1	1	I}{
154	152	2/4	0	1	1	viio6/V
154	152	2/4	1/4	1	1	viio
154	152	2/4	3/8	1	1	I
155	153	2/4	0	1	1	ii6
156	154	2/4	0	1	1	V(64)
156	154	2/4	1/4	1	1	V
157	155	2/4	0	1	1	I}
157	155	2/4	1/4	1	1	V7
158	156	2/4	0	1	1	I
158	156	2/4	1/4	1	1	V7
159	157	2/4	0	1	1	I
159	157	2/4	1/4	1	1	V7
160	158	2/4	0	1	1	I
