mc	mn	timesig	onset	staff	voice	label
1	1	3/4	0	1	1	.Eb.I{
2	2	3/4	1/4	1	1	viio6
2	2	3/4	1/2	1	1	I6
3	3	3/4	0	1	1	#viio43/ii
3	3	3/4	1/4	1	1	ii6
4	4	3/4	0	1	1	V(64)}
4	4	3/4	1/4	1	1	V
5	5	3/4	0	1	1	I{
5	5	3/4	1/2	1	1	vi6
6	6	3/4	0	1	1	ii(4)
6	6	3/4	1/4	1	1	V7
6	6	3/4	1/2	1	1	vi
7	7	3/4	0	1	1	ii6
7	7	3/4	1/4	1	1	V(64)
7	7	3/4	1/2	1	1	V7
8	8	3/4	0	1	1	I[I}{
9	9	3/4	0	1	1	viio6(2)
9	9	3/4	1/8	1	1	viio6
10	10	3/4	0	1	1	I
11	11	3/4	0	1	1	viio6(2)
11	11	3/4	1/8	1	1	viio6
12	12	3/4	0	1	1	I]
12	12	3/4	3/8	1	1	I6
12	12	3/4	1/2	1	1	ii6
12	12	3/4	5/8	1	1	vii%7/V
13	13	3/4	0	1	1	V(64)}
13	13	3/4	1/4	1	1	V
14	14	3/4	0	1	1	V.I{
14	14	3/4	1/2	1	1	V2
14	14	3/4	5/8	1	1	I6
15	15	3/4	0	1	1	viio6
15	15	3/4	1/8	1	1	I
15	15	3/4	1/4	1	1	V65
16	16	3/4	0	1	1	V7
16	16	3/4	1/2	1	1	I6
16	16	3/4	5/8	1	1	V2
17	17	3/4	0	1	1	I
17	17	3/4	1/8	1	1	V43
17	17	3/4	1/4	1	1	I
18	18	3/4	0	1	1	viio/IV
18	18	3/4	1/2	1	1	IV6
18	18	3/4	5/8	1	1	V6/IV
19	19	3/4	0	1	1	IV(#2)
19	19	3/4	3/8	1	1	ii6(#7)
19	19	3/4	1/2	1	1	ii6
19	19	3/4	5/8	1	1	viio64
20	20	3/4	0	1	1	I6
20	20	3/4	1/8	1	1	IV
20	20	3/4	1/4	1	1	V(64)
20	20	3/4	1/2	1	1	V7
21	21	3/4	0	1	1	I}{
21	21	3/4	1/4	1	1	V2
21	21	3/4	3/8	1	1	I6
21	21	3/4	1/2	1	1	V64
21	21	3/4	5/8	1	1	I
22	22	3/4	0	1	1	V65
22	22	3/4	5/8	1	1	V2
23	23	3/4	0	1	1	I6
23	23	3/4	3/8	1	1	I
23	23	3/4	1/2	1	1	viio6
23	23	3/4	5/8	1	1	I6
24	24	3/4	0	1	1	ii6
24	24	3/4	1/2	1	1	V(64)
24	24	3/4	5/8	1	1	V7
25	25	3/4	0	1	1	I(974)}
25	25	3/4	1/4	1	1	I
25	25	3/4	3/8	1	1	I6{
25	25	3/4	1/2	1	1	V2
25	25	3/4	5/8	1	1	I
26	26	3/4	0	1	1	V65
26	26	3/4	5/8	1	1	V2
27	27	3/4	0	1	1	I6
27	27	3/4	3/8	1	1	I
27	27	3/4	1/2	1	1	viio6
27	27	3/4	5/8	1	1	I6
28	28	3/4	0	1	1	ii6
28	28	3/4	1/2	1	1	V7
29	29	3/4	0	1	1	I}{
29	29	3/4	3/8	1	1	viio/IV
29	29	3/4	1/2	1	1	ii6
29	29	3/4	5/8	1	1	V2
30	30	3/4	0	1	1	I6
30	30	3/4	3/8	1	1	viio/IV
30	30	3/4	1/2	1	1	ii6
30	30	3/4	5/8	1	1	V7
31	31	3/4	0	1	1	I(94)}
31	31	3/4	1/4	1	1	I
31	31	3/4	3/8	1	1	I.viio64
31	31	3/4	1/2	1	1	I6
31	31	3/4	5/8	1	1	viio6
32	32	3/4	0	1	1	ii.#viio(#4#2){
32	32	3/4	1/4	1	1	#viio7
32	32	3/4	1/2	1	1	V
33	33	3/4	0	1	1	VI(64)
33	33	3/4	1/4	1	1	VI
33	33	3/4	1/2	1	1	i6
34	34	3/4	0	1	1	ii6(#7)
34	34	3/4	1/4	1	1	ii6
34	34	3/4	1/2	1	1	V7
35	35	3/4	0	1	1	i(94)}
35	35	3/4	1/4	1	1	i
35	35	3/4	3/8	1	1	{
36	36	3/4	1/2	1	1	VI6
37	37	3/4	0	1	1	viio43(2)/V
37	37	3/4	1/4	1	1	viio43/V
38	38	3/4	0	1	1	IV.V6(6#2)
39	39	3/4	0	1	1	V+6
39	39	3/4	1/4	1	1	V6(6)
40	40	3/4	0	1	1	I
40	40	3/4	1/2	1	1	#viio/ii
41	41	3/4	0	1	1	V43
41	41	3/4	1/4	1	1	V2
41	41	3/4	1/2	1	1	I6
42	42	3/4	0	1	1	ii6
42	42	3/4	1/4	1	1	V(64)
42	42	3/4	1/2	1	1	V7
43	43	3/4	0	1	1	I}{
44	44	3/4	0	1	1	V43/vi
45	45	3/4	0	1	1	vi
46	46	3/4	0	1	1	V43/iv
47	47	3/4	0	1	1	iv
47	47	3/4	1/2	1	1	I.iv6
48	48	3/4	0	1	1	V7(4)}
48	48	3/4	1/4	1	1	V7
51	51	3/4	0	1	1	I{
52	52	3/4	1/4	1	1	viio6
52	52	3/4	1/2	1	1	I6
53	53	3/4	0	1	1	ii6
54	54	3/4	0	1	1	V(64)}
54	54	3/4	1/4	1	1	V
55	55	3/4	0	1	2	I{
55	55	3/4	1/2	1	2	vi6
56	56	3/4	0	1	2	V/V
56	56	3/4	1/4	1	2	V7
56	56	3/4	3/8	1	2	#viio7/vi
