mc	mn	timesig	onset	staff	voice	label
1	1	4/4	0	1	1	.C.I{
1	1	4/4	1/2	1	1	V43
1	1	4/4	3/4	1	1	V65
1	1	4/4	7/8	1	1	V7
2	2	4/4	0	1	1	I
2	2	4/4	1/8	1	1	iii64
2	2	4/4	1/4	1	1	IV6
2	2	4/4	3/8	1	1	ii6
2	2	4/4	1/2	1	1	V(64)
2	2	4/4	3/4	1	1	V
2	2	4/4	7/8	1	1	viio64
3	3	4/4	0	1	1	I6
3	3	4/4	3/8	1	1	I
3	3	4/4	1/2	1	1	V43
3	3	4/4	3/4	1	1	V65
3	3	4/4	7/8	1	1	V7
4	4	4/4	0	1	1	I
4	4	4/4	1/8	1	1	ii6
4	4	4/4	1/4	1	1	V(64)
4	4	4/4	3/8	1	1	V7
4	4	4/4	1/2	1	1	I(974)}
4	4	4/4	3/4	1	1	I
5	5	4/4	0	1	1	{
5	5	4/4	1/4	1	1	V65
5	5	4/4	1/2	1	1	I
5	5	4/4	5/8	1	1	V64
5	5	4/4	3/4	1	1	I6
5	5	4/4	7/8	1	1	I
6	6	4/4	0	1	1	V.I6
6	6	4/4	1/8	1	1	viio6
6	6	4/4	1/4	1	1	I6
6	6	4/4	3/8	1	1	I
6	6	4/4	1/2	1	1	V43
6	6	4/4	5/8	1	1	V65
6	6	4/4	3/4	1	1	I}
7	7	4/4	0	1	1	ii6{
7	7	4/4	1/2	1	1	viio6
8	8	4/4	0	1	1	I6
8	8	4/4	1/16	1	1	viio
8	8	4/4	1/8	1	1	I
8	8	4/4	3/16	1	1	viio6
8	8	4/4	1/4	1	1	I6
8	8	4/4	3/8	1	1	ii6
8	8	4/4	1/2	1	1	V(64)
8	8	4/4	5/8	1	1	vii%7/V
8	8	4/4	3/4	1	1	V}
9	9	4/4	0	1	1	I{
9	9	4/4	1/2	1	1	V43
10	10	4/4	0	1	1	I
10	10	4/4	1/2	1	1	V43
11	11	4/4	0	1	1	I6
11	11	4/4	3/8	1	1	V65/IV
11	11	4/4	1/2	1	1	IV(#2)
11	11	4/4	5/8	1	1	IV
12	12	4/4	0	1	1	I6
12	12	4/4	1/8	1	1	ii6
12	12	4/4	1/4	1	1	V(64)
12	12	4/4	3/8	1	1	viio64
12	12	4/4	1/2	1	1	I6
12	12	4/4	7/8	1	1	V65/IV
13	13	4/4	0	1	1	IV(#2)
13	13	4/4	1/8	1	1	IV
13	13	4/4	1/2	1	1	I6
13	13	4/4	5/8	1	1	IV
13	13	4/4	3/4	1	1	V(64)
13	13	4/4	7/8	1	1	V
14	14	4/4	0	1	1	I}
14	14	4/4	3/4	1	1	I.vii%7
15	14	4/4	0	1	1	I}
15	14	4/4	3/4	1	1	ii.#viio7
17	16	4/4	1/2	1	1	i{
18	17	4/4	0	1	1	V43
18	17	4/4	1/4	1	1	V65
18	17	4/4	3/8	1	1	V7
18	17	4/4	1/2	1	1	i
18	17	4/4	3/4	1	1	V65
18	17	4/4	7/8	1	1	I.IV64
19	18	4/4	0	1	1	V6(2)
19	18	4/4	1/8	1	1	V6(b2)
19	18	4/4	1/4	1	1	V65
19	18	4/4	1/2	1	1	I
20	19	4/4	0	1	1	V43
20	19	4/4	1/4	1	1	#viio65/vi
20	19	4/4	1/2	1	1	vi.i
21	20	4/4	0	1	1	#viio
21	20	4/4	1/2	1	1	.It6
22	21	4/4	0	1	1	V7
22	21	4/4	1/2	1	1	.Ger7
23	22	4/4	0	1	1	V
23	22	4/4	1/4	1	1	.Ger6
23	22	4/4	1/2	1	1	V
23	22	4/4	3/4	1	1	.Ger6
24	23	4/4	0	1	1	V}
25	24	4/4	0	1	1	I.I{
25	24	4/4	1/2	1	1	V43
25	24	4/4	3/4	1	1	V65
25	24	4/4	7/8	1	1	V7
26	25	4/4	0	1	1	I
26	25	4/4	1/8	1	1	iii6
26	25	4/4	1/4	1	1	IV6
26	25	4/4	3/8	1	1	ii6
26	25	4/4	1/2	1	1	V(64)
26	25	4/4	3/4	1	1	V
26	25	4/4	7/8	1	1	viio64
27	26	4/4	0	1	1	I6
27	26	4/4	3/8	1	1	I
27	26	4/4	1/2	1	1	V43
27	26	4/4	3/4	1	1	V65
27	26	4/4	7/8	1	1	V7
28	27	4/4	0	1	1	I
28	27	4/4	1/8	1	1	ii6
28	27	4/4	1/4	1	1	V(64)
28	27	4/4	3/8	1	1	viio64
28	27	4/4	1/2	1	1	I6
28	27	4/4	5/8	1	1	V7/IV}
29	28	4/4	0	1	1	IV
29	28	4/4	1/4	1	1	V65/IV
29	28	4/4	1/2	1	1	IV
29	28	4/4	23/32	1	1	V64/IV
29	28	4/4	3/4	1	1	IV6
29	28	4/4	7/8	1	1	IV
30	29	4/4	0	1	1	I6
30	29	4/4	1/8	1	1	viio6
30	29	4/4	1/4	1	1	I6
30	29	4/4	3/8	1	1	I
30	29	4/4	1/2	1	1	V64
30	29	4/4	5/8	1	1	V65
30	29	4/4	3/4	1	1	I}
31	30	4/4	0	1	1	ii6{
31	30	4/4	1/2	1	1	viio6
32	31	4/4	0	1	1	I6
32	31	4/4	1/16	1	1	viio
32	31	4/4	1/4	1	1	I6
32	31	4/4	3/8	1	1	ii6
32	31	4/4	1/2	1	1	I
32	31	4/4	11/16	1	1	vii%7/V
32	31	4/4	3/4	1	1	V}
33	32	4/4	0	1	1	I{
33	32	4/4	1/2	1	1	V43
34	33	4/4	0	1	1	I
34	33	4/4	1/2	1	1	V43
35	34	4/4	0	1	1	I6
35	34	4/4	3/8	1	1	V65/IV
35	34	4/4	1/2	1	1	IV(#2)
35	34	4/4	5/8	1	1	IV
36	35	4/4	0	1	1	I6
36	35	4/4	1/8	1	1	ii6
36	35	4/4	1/4	1	1	V(64)
36	35	4/4	3/8	1	1	viio64
36	35	4/4	1/2	1	1	I6
36	35	4/4	7/8	1	1	V65/IV
37	36	4/4	0	1	1	IV(#2)
37	36	4/4	1/8	1	1	IV
37	36	4/4	1/2	1	1	I6
37	36	4/4	5/8	1	1	IV
