mc	mn	timesig	onset	staff	voice	label
1	1	2/4	0	1	1	.a.i[i{
1	1	2/4	3/8	1	1	#viio64
2	2	2/4	0	1	1	i
2	2	2/4	3/8	1	1	V64
3	3	2/4	0	1	1	i]
3	3	2/4	3/8	1	1	V6
4	4	2/4	0	1	1	i
4	4	2/4	1/4	1	1	V
5	5	2/4	0	1	1	iv6
5	5	2/4	3/8	1	1	i64
6	6	2/4	0	1	1	iv
6	6	2/4	3/8	1	1	i6
7	7	2/4	0	1	1	#viio6
7	7	2/4	3/8	1	1	i
8	8	2/4	0	1	1	V}
9	9	2/4	0	1	1	i[i{
9	9	2/4	3/8	1	1	#viio64
10	10	2/4	0	1	1	i
10	10	2/4	3/8	1	1	V64
11	11	2/4	0	1	1	i]
11	11	2/4	3/8	1	1	V6
12	12	2/4	0	1	1	i
12	12	2/4	1/4	1	1	V
13	13	2/4	0	1	1	iv
13	13	2/4	3/8	1	1	i6
14	14	2/4	0	1	1	iv6
14	14	2/4	3/8	1	1	iv64
15	15	2/4	0	1	1	iio6
15	15	2/4	1/4	1	1	V(64)
15	15	2/4	3/8	1	1	V
16	16	2/4	0	1	1	VI
16	16	2/4	1/4	1	1	iv6
17	17	2/4	0	1	1	iv
17	17	2/4	3/8	1	1	i6
18	18	2/4	0	1	1	#viio6
18	18	2/4	3/8	1	1	i
19	19	2/4	0	1	1	iio6
19	19	2/4	1/4	1	1	V(64)
19	19	2/4	3/8	1	1	V
20	20	2/4	0	1	1	i}
21	21	2/4	0	1	1	III.IV6{
22	22	2/4	0	1	1	I64
23	23	2/4	0	1	1	IV
24	24	2/4	0	1	1	I6
26	26	2/4	0	1	1	IV
26	26	2/4	1/4	1	1	I6
27	27	2/4	0	1	1	viio6
27	27	2/4	1/4	1	1	I
28	28	2/4	0	1	1	V(64)}
28	28	2/4	1/4	1	1	V
29	29	2/4	0	1	1	i[i{
29	29	2/4	3/8	1	1	viio64
30	30	2/4	0	1	1	i
30	30	2/4	3/8	1	1	viio6
31	31	2/4	0	1	1	i]
31	31	2/4	3/8	1	1	iv6
32	32	2/4	0	1	1	V(b64)
32	32	2/4	1/4	1	1	V
33	33	2/4	0	1	1	V[V7
33	33	2/4	3/8	1	1	I
34	34	2/4	0	1	1	V7
34	34	2/4	3/8	1	1	I6
35	35	2/4	0	1	1	V7
35	35	2/4	3/8	1	1	I6]
36	36	2/4	0	1	1	viio
36	36	2/4	1/4	1	1	I}
37	37	2/4	0	1	1	I6{
37	37	2/4	3/8	1	1	viio6
38	38	2/4	0	1	1	vi6
38	38	2/4	3/8	1	1	V6
39	39	2/4	0	1	1	IV6
39	39	2/4	3/8	1	1	iii6
