mc	mn	timesig	onset	staff	voice	label
1	0	2/4	0	1	1	.a.i{
6	5	2/4	0	1	1	v.i
8	7	2/4	1/4	1	1	V(64)
8	7	2/4	3/8	1	1	V
9	8	2/4	0	1	1	i}
10	8	2/4	0	1	1	i.III{
11	9	2/4	1/4	1	1	III6
12	10	2/4	0	1	1	V/III
12	10	2/4	1/4	1	1	III
13	11	2/4	1/4	1	1	III6
14	12	2/4	0	1	1	V/III
14	12	2/4	1/4	1	1	i
15	13	2/4	1/4	1	1	i6
16	14	2/4	0	1	1	V
16	14	2/4	1/4	1	1	i
17	15	2/4	1/4	1	1	i6
18	16	2/4	0	1	1	V}
18	16	2/4	1/4	1	1	i{
22	20	2/4	0	1	1	.Ger6
23	21	2/4	0	1	1	V(64)
23	21	2/4	1/4	1	1	#viio43
24	22	2/4	0	1	1	i6
24	22	2/4	1/4	1	1	iio6
25	23	2/4	0	1	1	V(64)
25	23	2/4	1/4	1	1	V
26	24	2/4	0	1	1	i}
27	24	2/4	0	1	1	I.I{
30	27	2/4	0	1	1	IV
30	27	2/4	1/4	1	1	V65/V
31	28	2/4	0	1	1	V
32	29	2/4	0	1	1	I
34	31	2/4	0	1	1	ii65
34	31	2/4	1/4	1	1	V
35	32	2/4	0	1	1	I}
36	32	2/4	0	1	1	#vi.V{
37	33	2/4	0	1	1	i
38	34	2/4	0	1	1	V43
39	35	2/4	0	1	1	i
40	36	2/4	0	1	1	V65
41	37	2/4	0	1	1	i
42	38	2/4	0	1	1	#iii.V(64)
43	39	2/4	0	1	1	V7
44	40	2/4	0	1	1	i}
45	40	2/4	0	1	1	I.V{
46	41	2/4	0	1	1	I
47	42	2/4	0	1	1	V43
47	42	2/4	1/4	1	1	V65
48	43	2/4	0	1	1	I
49	44	2/4	0	1	1	V7
50	45	2/4	0	1	1	I
51	46	2/4	0	1	1	V43
51	46	2/4	1/4	1	1	V65
52	47	2/4	0	1	1	I
52	47	2/4	1/8	1	1	vi
52	47	2/4	1/4	1	1	ii6
52	47	2/4	3/8	1	1	V
53	48	2/4	0	1	1	I}
53	48	2/4	1/4	1	1	#vi.V{
54	49	2/4	0	1	1	i
55	50	2/4	0	1	1	V43
56	51	2/4	0	1	1	i
57	52	2/4	0	1	1	V
57	52	2/4	1/4	1	1	iio64/iv
57	52	2/4	3/8	1	1	V/iv
58	53	2/4	0	1	1	iv
59	54	2/4	0	1	1	iio6
60	55	2/4	0	1	1	V(64)
60	55	2/4	1/4	1	1	V7
61	56	2/4	0	1	1	i}
62	56	2/4	0	1	1	I.I{
65	59	2/4	0	1	1	IV
65	59	2/4	1/4	1	1	V65/V
66	60	2/4	0	1	1	V
67	61	2/4	0	1	1	I
69	63	2/4	0	1	1	ii65
69	63	2/4	1/4	1	1	V
70	64	2/4	0	1	1	I}
71	64	2/4	0	1	1	i.i{
76	69	2/4	0	1	1	v.i
78	71	2/4	1/4	1	1	V(64)
78	71	2/4	3/8	1	1	V
79	72	2/4	0	1	1	i}
80	72	2/4	0	1	1	i.III{
81	73	2/4	1/4	1	1	III6
82	74	2/4	0	1	1	V/III
82	74	2/4	1/4	1	1	III
83	75	2/4	1/4	1	1	III6
84	76	2/4	0	1	1	V/III
84	76	2/4	1/4	1	1	i
85	77	2/4	1/4	1	1	i6
86	78	2/4	0	1	1	V
86	78	2/4	1/4	1	1	i
87	79	2/4	1/4	1	1	i6
88	80	2/4	0	1	1	V}
88	80	2/4	1/4	1	1	i{
92	84	2/4	0	1	1	.Ger6
93	85	2/4	0	1	1	V(64)
93	85	2/4	1/4	1	1	#viio43
94	86	2/4	0	1	1	i6
94	86	2/4	1/4	1	1	iio6
95	87	2/4	0	1	1	V(64)
95	87	2/4	1/4	1	1	V
96	88	2/4	0	1	1	i}
97	88	2/4	0	1	1	I.I{
100	91	2/4	0	1	1	IV
100	91	2/4	1/4	1	1	V65/V
101	92	2/4	0	1	1	V
102	93	2/4	0	1	1	I
104	95	2/4	0	1	1	ii65
104	95	2/4	1/4	1	1	V
105	96	2/4	0	1	1	I}
106	96	2/4	0	1	1	I}{
110	100	2/4	0	1	1	IV
111	101	2/4	0	1	1	I
112	102	2/4	0	1	1	V
113	103	2/4	0	1	1	I
116	106	2/4	0	1	1	IV
117	107	2/4	0	1	1	I
118	108	2/4	0	1	1	V
119	109	2/4	0	1	1	I}{
123	113	2/4	0	1	1	IV64
124	114	2/4	0	1	1	I
125	115	2/4	0	1	1	V
126	116	2/4	0	1	1	I
129	119	2/4	0	1	1	IV
130	120	2/4	0	1	1	I
131	121	2/4	0	1	1	V
132	122	2/4	0	1	1	I}
