mc	mn	timesig	onset	staff	voice	label
88	88	2/4	0	1	1	iii
88	88	2/4	1/8	1	1	#viio(+2)/iii
88	88	2/4	1/4	1	1	iii
88	88	2/4	3/8	1	1	#viio7/iii
89	89	2/4	0	1	1	III
89	89	2/4	1/8	1	1	#viio7/ii
89	89	2/4	1/4	1	1	II
89	89	2/4	3/8	1	1	viio7
90	90	2/4	0	1	1	I
90	90	2/4	1/8	1	1	#viio7/vi
90	90	2/4	1/4	1	1	vi
90	90	2/4	3/8	1	1	#viio65/ii
91	91	2/4	0	1	1	ii6
91	91	2/4	3/8	1	1	vii%7/V
92	92	2/4	0	1	1	V}
92	92	2/4	1/4	1	1	I
93	93	2/4	0	1	1	V
93	93	2/4	1/4	1	1	V(64)
94	94	2/4	0	1	1	V
95	95	2/4	0	1	1	I{
96	96	2/4	0	1	1	ii64
96	96	2/4	1/4	1	1	viio
98	98	2/4	0	1	1	iii64
98	98	2/4	1/4	1	1	#viio/ii
99	99	2/4	0	1	1	ii
100	100	2/4	0	1	1	viio/IV
101	101	2/4	0	1	1	V65/IV
102	102	2/4	0	1	1	v.#viio6
103	103	2/4	0	1	1	i
104	104	2/4	0	1	1	ii6
104	104	2/4	1/4	1	1	ii65
105	105	2/4	0	1	1	V65/V
105	105	2/4	1/8	1	1	V
106	106	2/4	0	1	1	I.ii6/vi
106	106	2/4	1/4	1	1	ii65/vi
107	107	2/4	0	1	1	V65/V/vi
107	107	2/4	1/8	1	1	V/vi
108	108	2/4	0	1	1	vi
109	109	2/4	0	1	1	ii
110	110	2/4	0	1	1	V
111	111	2/4	0	1	1	I
112	112	2/4	0	1	1	ii6
113	113	2/4	3/8	1	1	vii%7/V
114	114	2/4	0	1	1	V}
114	114	2/4	1/4	1	1	I
115	115	2/4	0	1	1	V
115	115	2/4	1/4	1	1	V(64)
116	116	2/4	0	1	1	V
117	117	2/4	0	1	1	I{
118	118	2/4	0	1	1	ii
118	118	2/4	1/4	1	1	viio6
120	120	2/4	0	1	1	iii
120	120	2/4	1/4	1	1	#viio/ii
121	121	2/4	0	1	1	ii6
121	121	2/4	1/4	1	1	#viio6/ii
121	121	2/4	3/8	1	1	ii
122	122	2/4	0	1	1	V65/ii
122	122	2/4	1/4	1	1	ii
123	123	2/4	0	1	1	V65
123	123	2/4	1/4	1	1	I
124	124	2/4	0	1	1	vi(4)
124	124	2/4	1/8	1	1	vio
124	124	2/4	1/4	1	1	.It6
125	125	2/4	0	1	1	V}
126	126	2/4	0	1	1	V[viio/V
127	127	2/4	0	1	1	V7
128	128	2/4	0	1	1	V(64)
129	129	2/4	0	1	1	V
130	130	2/4	0	1	1	V(64)
130	130	2/4	3/8	1	1	#viio64/ii
131	131	2/4	0	1	1	V7]}
133	133	2/4	0	1	1	viio6{
133	133	2/4	1/8	1	1	I
133	133	2/4	1/4	1	1	V6
133	133	2/4	3/8	1	1	IV6
134	134	2/4	0	1	1	V-iii6
134	134	2/4	1/8	1	1	ii6
134	134	2/4	1/4	1	1	I6
134	134	2/4	3/8	1	1	viio6
135	135	2/4	0	1	1	I
135	135	2/4	1/4	1	1	V2
136	136	2/4	0	1	1	I6
136	136	2/4	1/4	1	1	V2
137	137	2/4	0	1	1	I6
137	137	2/4	1/8	1	1	viio/IV
137	137	2/4	1/4	1	1	V65/ii
137	137	2/4	3/8	1	1	ii
138	138	2/4	0	1	1	V65
138	138	2/4	1/8	1	1	I
138	138	2/4	1/4	1	1	IVM65
138	138	2/4	3/8	1	1	viio6
139	139	2/4	0	1	1	V65/vi
139	139	2/4	1/8	1	1	vi
139	139	2/4	1/4	1	1	V65/V
139	139	2/4	3/8	1	1	V2
140	140	2/4	0	1	1	I6
140	140	2/4	1/8	1	1	IV
140	140	2/4	1/4	1	1	V(64)
140	140	2/4	3/8	1	1	V7
141	141	2/4	0	1	1	I}
141	141	2/4	1/4	1	1	{
141	141	2/4	3/8	1	1	#viio6/vi
142	142	2/4	0	1	1	vi
142	142	2/4	1/8	1	1	iii6
142	142	2/4	1/4	1	1	IV
142	142	2/4	3/8	1	1	I6
143	143	2/4	0	1	1	V43
143	143	2/4	1/8	1	1	I
143	143	2/4	3/8	1	1	I6
144	144	2/4	0	1	1	IV6
144	144	2/4	1/8	1	1	iii6
144	144	2/4	1/4	1	1	ii6
144	144	2/4	3/8	1	1	viio/V
145	145	2/4	0	1	1	V(64)}
145	145	2/4	1/8	1	1	V
145	145	2/4	1/4	1	1	I{
145	145	2/4	3/8	1	1	V6
146	146	2/4	0	1	1	vi
146	146	2/4	1/8	1	1	iii6
146	146	2/4	1/4	1	1	IV
146	146	2/4	3/8	1	1	I6
147	147	2/4	0	1	1	V43
147	147	2/4	1/8	1	1	I
147	147	2/4	3/8	1	1	I6
148	148	2/4	0	1	1	ii65
148	148	2/4	1/4	1	1	V(64)
148	148	2/4	3/8	1	1	V
149	149	2/4	0	1	1	I[I}{
150	150	2/4	0	1	1	V2
151	151	2/4	0	1	1	I
151	151	2/4	1/4	1	1	V7/IV]
152	152	2/4	0	1	1	V65/ii
152	152	2/4	1/4	1	1	V2/V
153	153	2/4	0	1	1	V65
153	153	2/4	1/4	1	1	V2/IV
154	154	2/4	0	1	1	IV6
154	154	2/4	1/8	1	1	iii6
154	154	2/4	1/4	1	1	ii6
154	154	2/4	3/8	1	1	V65/V
155	155	2/4	0	1	1	V[V
156	156	2/4	0	1	1	V(64)
157	157	2/4	0	1	1	V
158	158	2/4	0	1	1	V(b64)
159	159	2/4	0	1	1	V}
159	159	2/4	1/4	1	1	viio6/V
160	160	2/4	0	1	1	V
160	160	2/4	1/4	1	1	V(64)
161	161	2/4	0	1	1	V7
161	161	2/4	1/8	1	1	I6
161	161	2/4	1/4	1	1	viio6
161	161	2/4	3/8	1	1	vi6
162	162	2/4	0	1	1	V6
162	162	2/4	1/8	1	1	IV6
162	162	2/4	1/4	1	1	iii6
162	162	2/4	3/8	1	1	ii6]
163	163	2/4	0	1	1	I6{
164	164	2/4	0	1	1	ii6
165	165	2/4	0	1	1	V6
166	166	2/4	0	1	1	I
167	167	2/4	0	1	1	I6
167	167	2/4	1/8	1	1	V43
167	167	2/4	1/4	1	1	I
168	168	2/4	0	1	1	V43
168	168	2/4	1/8	1	1	I6
168	168	2/4	1/4	1	1	V2
169	169	2/4	0	1	1	I6
169	169	2/4	1/4	1	1	V(64)/V
170	170	2/4	0	1	1	V7/V
170	170	2/4	1/4	1	1	I/V}
171	171	2/4	0	1	1	I{
171	171	2/4	1/4	1	1	vi
172	172	2/4	0	1	1	ii6
172	172	2/4	1/4	1	1	ii
173	173	2/4	0	1	1	viio
173	173	2/4	1/4	1	1	V
174	174	2/4	0	1	1	I
175	175	2/4	0	1	1	V2/IV
175	175	2/4	1/4	1	1	IV6
176	176	2/4	0	1	1	V2
176	176	2/4	1/4	1	1	I6
177	177	2/4	0	1	1	ii6
177	177	2/4	1/4	1	1	V(64)
177	177	2/4	3/8	1	1	V7
178	178	2/4	0	1	1	I6
179	179	2/4	0	1	1	ii65
180	180	2/4	0	1	1	V(64)
180	180	2/4	1/4	1	1	V7
181	181	2/4	0	1	1	I6
182	182	2/4	0	1	1	ii65
183	183	2/4	0	1	1	V(64)
183	183	2/4	1/4	1	1	V7
184	184	2/4	0	1	1	I[I}
184	184	2/4	1/4	1	1	IV
185	185	2/4	0	1	1	I
185	185	2/4	1/4	1	1	viio
186	186	2/4	0	1	1	I
186	186	2/4	1/4	1	1	IV6
187	187	2/4	0	1	1	I
187	187	2/4	1/4	1	1	viio
188	188	2/4	0	1	1	I]
