mc	mn	timesig	onset	staff	voice	label
44	44	3/4	0	1	1	I}{
44	44	3/4	1/4	1	1	V43
44	44	3/4	1/2	1	1	V2
45	45	3/4	0	1	1	I6
45	45	3/4	3/8	1	1	V65
46	46	3/4	0	1	1	I
46	46	3/4	1/4	1	1	IV6
46	46	3/4	1/2	1	1	ii6
47	47	3/4	0	1	1	V(64)}
47	47	3/4	1/4	1	1	V
48	48	3/4	0	1	1	I{
48	48	3/4	1/4	1	1	V43
48	48	3/4	1/2	1	1	V2
49	49	3/4	0	1	1	I6
49	49	3/4	1/4	1	1	ii6(#4)
49	49	3/4	1/2	1	1	viio7/V
50	50	3/4	0	1	1	V(64)
50	50	3/4	5/8	1	1	V7
51	51	3/4	0	1	1	I(94)}
51	51	3/4	1/4	1	1	I
52	52	3/4	0	1	1	V7{
52	52	3/4	3/8	1	1	V(64)
52	52	3/4	1/2	1	1	V7
53	53	3/4	0	1	1	I[I
53	53	3/4	3/8	1	1	viio6
53	53	3/4	1/2	1	1	I]
53	53	3/4	5/8	1	1	V6
54	54	3/4	0	1	1	vi
54	54	3/4	1/2	1	1	V43/V
55	55	3/4	0	1	1	V(94)}
55	55	3/4	3/8	1	1	V
56	56	3/4	0	1	1	#viio7/ii{
56	56	3/4	1/4	1	1	ii
56	56	3/4	1/2	1	1	viio43
57	57	3/4	0	1	1	I6
57	57	3/4	1/4	1	1	#viio65/ii
58	58	3/4	0	1	1	ii6
58	58	3/4	1/4	1	1	V(64)
58	58	3/4	1/2	1	1	V7
59	59	3/4	0	1	1	I}{
59	59	3/4	1/2	1	1	I(64)
60	60	3/4	0	1	1	I
60	60	3/4	1/2	1	1	I(64)
61	61	3/4	0	1	1	I
61	61	3/4	1/4	1	1	V(64)
61	61	3/4	1/2	1	1	V7
62	62	3/4	0	1	1	I}{
62	62	3/4	1/2	1	1	I(64)
63	63	3/4	0	1	1	I
63	63	3/4	1/2	1	1	I(64)
64	64	3/4	0	1	1	I
64	64	3/4	1/4	1	1	V(64)
64	64	3/4	1/2	1	1	V7
65	65	3/4	0	1	1	I}
65	65	3/4	1/2	1	1	V7
66	66	3/4	0	1	1	I
66	66	3/4	1/2	1	1	V7
67	67	3/4	0	1	1	I(94)
67	67	3/4	1/4	1	1	I
