mc	mn	timesig	onset	staff	voice	label
1	0	3/4	0	1	1	.c.i{
3	2	3/4	0	1	1	#viio6
4	3	3/4	0	1	1	#viio7
5	4	3/4	0	1	1	i
6	5	3/4	0	1	1	i6
6	5	3/4	1/2	1	1	#viio/iv
7	6	3/4	0	1	1	iv
7	6	3/4	1/2	1	1	#viio6/iv
8	7	3/4	0	1	1	iv6
8	7	3/4	1/2	1	1	viio6/V
9	8	3/4	0	1	1	V(#74)}
9	8	3/4	1/4	1	1	V
9	8	3/4	1/2	1	1	i{
11	10	3/4	0	1	1	#viio6
12	11	3/4	0	1	1	#viio7
13	12	3/4	0	1	1	#viio43/iv
14	13	3/4	0	1	1	V65/iv
15	14	3/4	0	1	1	iv
15	14	3/4	1/4	1	1	i64
15	14	3/4	1/2	1	1	.It6
16	15	3/4	0	1	1	V(64)
16	15	3/4	1/2	1	1	V7
17	16	3/4	0	1	1	i}
17	16	3/4	1/2	1	1	{
18	17	3/4	0	1	1	V[V7
19	18	3/4	0	1	1	i
20	19	3/4	0	1	1	V7
21	20	3/4	0	1	1	i]
22	21	3/4	0	1	1	#viio43
23	22	3/4	0	1	1	i6
24	23	3/4	0	1	1	#viio6
25	24	3/4	0	1	1	V65
27	26	3/4	0	1	1	i6
28	27	3/4	0	1	1	viio43/V
29	28	3/4	0	1	1	V65
29	28	3/4	1/2	1	1	i
30	29	3/4	0	1	1	iio6
30	29	3/4	1/4	1	1	V(64)
30	29	3/4	1/2	1	1	V
31	30	3/4	0	1	1	i}
31	30	3/4	1/2	1	1	{
32	31	3/4	0	1	1	V[V7
33	32	3/4	0	1	1	i
34	33	3/4	0	1	1	V7
35	34	3/4	0	1	1	i]
36	35	3/4	0	1	1	#viio43
37	36	3/4	0	1	1	i6
38	37	3/4	0	1	1	#viio6
39	38	3/4	0	1	1	V65
41	40	3/4	0	1	1	i6
42	41	3/4	0	1	1	viio43/V
43	42	3/4	0	1	1	V65
43	42	3/4	1/2	1	1	i
44	43	3/4	0	1	1	iio6
44	43	3/4	1/4	1	1	V(64)
44	43	3/4	1/2	1	1	V
45	44	3/4	0	1	1	i}
46	45	3/4	0	1	1	III.V7
47	46	3/4	0	1	1	I[I{
49	48	3/4	0	1	1	V43
50	49	3/4	0	1	1	viio6
51	50	3/4	0	1	1	I(9)
51	50	3/4	1/2	1	1	I
53	52	3/4	0	1	1	V43
54	53	3/4	0	1	1	viio6
55	54	3/4	0	1	1	I(9)
55	54	3/4	1/2	1	1	I]
