mc	mn	timesig	onset	staff	voice	label
83	83	4/4	0	1	1	i(4)
83	83	4/4	1/8	1	1	i
83	83	4/4	1/4	1	1	IV
83	83	4/4	1/2	1	1	iio6(2)
83	83	4/4	5/8	1	1	iio6
83	83	4/4	3/4	1	1	V
84	84	4/4	0	1	1	i6(2)
84	84	4/4	1/8	1	1	i6
84	84	4/4	1/4	1	1	i
84	84	4/4	1/2	1	1	iio
84	84	4/4	3/4	1	1	#viio
85	85	4/4	0	1	1	i
85	85	4/4	1/4	1	1	IV
85	85	4/4	1/2	1	1	iio6
85	85	4/4	3/4	1	1	V
86	86	4/4	0	1	1	i}{
88	88	4/4	0	1	1	i6
88	88	4/4	3/8	1	1	iio
88	88	4/4	1/2	1	1	i
89	89	4/4	0	1	1	i64
89	89	4/4	3/8	1	1	iio6
89	89	4/4	1/2	1	1	i6
90	90	4/4	0	1	1	I.V6
90	90	4/4	1/2	1	1	V
92	92	4/4	0	1	1	viio6
92	92	4/4	3/8	1	1	I
92	92	4/4	1/2	1	1	viio
93	93	4/4	0	1	1	viio64
93	93	4/4	3/8	1	1	I6
93	93	4/4	1/2	1	1	viio6}
94	94	4/4	0	1	1	I{
96	96	4/4	0	1	1	I6
96	96	4/4	1/2	1	1	V65/ii
97	97	4/4	0	1	1	V43
97	97	4/4	1/2	1	1	V6
98	98	4/4	0	1	1	I
98	98	4/4	1/2	1	1	I6
99	99	4/4	0	1	1	ii6
100	100	4/4	1/4	1	1	ii6
100	100	4/4	1/2	1	1	V(64)
100	100	4/4	3/4	1	1	V
101	101	4/4	0	1	1	i}{
103	103	4/4	0	1	1	i6
103	103	4/4	1/2	1	1	i
104	104	4/4	0	1	1	V64
104	104	4/4	1/4	1	1	V43
104	104	4/4	1/2	1	1	V65
105	105	4/4	0	1	1	#viio43/iv
106	106	4/4	0	1	1	iv6(72)
106	106	4/4	1/4	1	1	iv6
107	107	4/4	0	1	1	viio43/V
108	108	4/4	0	1	1	V6}
110	110	4/4	0	1	1	IV6{
110	110	4/4	1/2	1	1	IV
111	111	4/4	0	1	1	I6
111	111	4/4	1/2	1	1	I
112	112	4/4	0	1	1	ii6
112	112	4/4	1/2	1	1	V(64)
112	112	4/4	3/4	1	1	V
113	113	4/4	0	1	1	IV6
113	113	4/4	1/2	1	1	IV
114	114	4/4	0	1	1	I6
114	114	4/4	1/2	1	1	I
115	115	4/4	0	1	1	ii65
115	115	4/4	1/4	1	1	ii6
115	115	4/4	1/2	1	1	V(64)
115	115	4/4	3/4	1	1	V
116	116	4/4	0	1	1	I}{
118	118	4/4	0	1	1	V6
120	120	4/4	0	1	1	V65/V
122	122	4/4	0	1	1	V[V
123	123	4/4	0	1	1	I
123	123	4/4	1/2	1	1	vii%7/V
124	124	4/4	0	1	1	V]
125	125	4/4	0	1	1	I
125	125	4/4	1/2	1	1	viio/V
126	126	4/4	0	1	1	V}
128	128	4/4	0	1	1	V2
128	128	4/4	1/4	1	1	I6
128	128	4/4	1/2	1	1	V2
128	128	4/4	3/4	1	1	V43
129	129	4/4	0	1	1	I6{
129	129	4/4	1/2	1	1	I
130	130	4/4	0	1	1	V43
130	130	4/4	1/2	1	1	V6
131	131	4/4	0	1	1	I
131	131	4/4	1/4	1	1	I6
131	131	4/4	1/2	1	1	V64
132	132	4/4	0	1	1	vi64
132	132	4/4	1/4	1	1	viio/V
132	132	4/4	1/2	1	1	V}
133	133	4/4	0	1	1	I{
133	133	4/4	1/2	1	1	I6
134	134	4/4	0	1	1	V2
134	134	4/4	1/2	1	1	V64
135	135	4/4	0	1	1	I6
135	135	4/4	1/4	1	1	I
135	135	4/4	1/2	1	1	V43
135	135	4/4	3/4	1	1	V6
136	136	4/4	0	1	1	I
136	136	4/4	1/4	1	1	viio6/V
136	136	4/4	1/2	1	1	V}
137	137	4/4	0	1	1	I6{
138	138	4/4	0	1	1	IV
139	139	4/4	0	1	1	V(64)
139	139	4/4	1/2	1	1	V7
140	140	4/4	0	1	1	I6
141	141	4/4	0	1	1	IV6
142	142	4/4	0	1	1	I64
142	142	4/4	1/4	1	1	IV6
142	142	4/4	1/2	1	1	I64
142	142	4/4	3/4	1	1	IV
143	143	4/4	0	1	1	I6
143	143	4/4	1/4	1	1	IV6
143	143	4/4	1/2	1	1	I64
143	143	4/4	3/4	1	1	IV
144	144	4/4	0	1	1	#viio65/ii
145	145	4/4	0	1	1	ii6
146	146	4/4	0	1	1	V(64)
147	147	4/4	0	1	1	V7
148	148	4/4	0	1	1	I}
148	148	4/4	1/4	1	1	{
148	148	4/4	1/2	1	1	V43
148	148	4/4	3/4	1	1	viio
149	149	4/4	0	1	1	I(4)
149	149	4/4	1/8	1	1	I
149	149	4/4	1/4	1	1	vi
149	149	4/4	1/2	1	1	ii6(2)
149	149	4/4	5/8	1	1	ii6
149	149	4/4	3/4	1	1	V
150	150	4/4	0	1	1	I6(2)
150	150	4/4	1/8	1	1	I6
150	150	4/4	1/4	1	1	#viio/ii
150	150	4/4	1/2	1	1	ii
150	150	4/4	3/4	1	1	viio
151	151	4/4	0	1	1	I
151	151	4/4	1/4	1	1	iv
151	151	4/4	1/2	1	1	ii6
151	151	4/4	3/4	1	1	V
152	152	4/4	0	1	1	I}
153	153	4/4	3/4	1	1	V7
154	154	4/4	0	1	1	I
154	154	4/4	1/4	1	1	V7
154	154	4/4	1/2	1	1	I
154	154	4/4	3/4	1	1	V7
155	155	4/4	0	1	1	I
