mc	mn	timesig	onset	staff	voice	label
1	1	4/4	0	1	1	.C.I{
2	2	4/4	0	1	1	ii6
2	2	4/4	1/2	1	1	V2
2	2	4/4	5/8	1	1	I6
2	2	4/4	3/4	1	1	ii6
2	2	4/4	7/8	1	1	V
3	3	4/4	0	1	1	I}{
4	4	4/4	0	1	1	ii6
4	4	4/4	1/2	1	1	V2
4	4	4/4	5/8	1	1	I6
4	4	4/4	3/4	1	1	ii6
4	4	4/4	7/8	1	1	V
5	5	4/4	0	1	1	I}{
5	5	4/4	1/2	1	1	V6(#11)
5	5	4/4	3/4	1	1	V6
6	6	4/4	1/4	1	1	V65
6	6	4/4	1/2	1	1	I[I(#9)
6	6	4/4	3/4	1	1	I
7	7	4/4	1/4	1	1	V7/IV
7	7	4/4	1/2	1	1	IV(#9)
7	7	4/4	3/4	1	1	IV
8	8	4/4	1/2	1	1	I(#11)
8	8	4/4	3/4	1	1	I]
9	9	4/4	0	1	1	I6
9	9	4/4	1/2	1	1	IV
10	10	4/4	0	1	1	V(64)
10	10	4/4	1/4	1	1	V7
10	10	4/4	1/2	1	1	#viio7/vi
10	10	4/4	3/4	1	1	vi
11	11	4/4	0	1	1	I6
11	11	4/4	1/2	1	1	IV
12	12	4/4	0	1	1	V(64)
12	12	4/4	1/4	1	1	V7
12	12	4/4	1/2	1	1	I[I}{
12	12	4/4	3/4	1	1	V7/IV
13	13	4/4	1/8	1	1	IV
13	13	4/4	3/8	1	1	viio6
13	13	4/4	1/2	1	1	I
13	13	4/4	3/4	1	1	V7/IV
14	14	4/4	1/8	1	1	IV
14	14	4/4	3/8	1	1	viio6]
14	14	4/4	1/2	1	1	V[I6
14	14	4/4	3/4	1	1	V7
15	15	4/4	0	1	1	I
15	15	4/4	1/4	1	1	V7]
15	15	4/4	1/2	1	1	I6
15	15	4/4	7/8	1	1	ii6
16	16	4/4	0	1	1	V(64)}
16	16	4/4	1/8	1	1	V
16	16	4/4	1/2	1	1	{
17	17	4/4	0	1	1	V.V7/ii
18	18	4/4	0	1	1	ii
19	19	4/4	0	1	1	V7
20	20	4/4	0	1	1	I}{
20	20	4/4	1/4	1	1	I6
20	20	4/4	1/2	1	1	IV
21	21	4/4	0	1	1	I6
21	21	4/4	1/4	1	1	I
21	21	4/4	1/2	1	1	IV
22	22	4/4	0	1	1	I6
22	22	4/4	3/8	1	1	V65/ii
22	22	4/4	1/2	1	1	ii
22	22	4/4	7/8	1	1	V65
23	23	4/4	0	1	1	I
23	23	4/4	3/8	1	1	IV6
23	23	4/4	1/2	1	1	ii6
23	23	4/4	7/8	1	1	V65/V
24	24	4/4	0	1	1	V}
24	24	4/4	1/16	1	1	{
24	24	4/4	3/8	1	1	V65/ii
24	24	4/4	1/2	1	1	II
24	24	4/4	7/8	1	1	V65
25	25	4/4	0	1	1	I
25	25	4/4	3/8	1	1	IV6
25	25	4/4	1/2	1	1	ii65
25	25	4/4	3/4	1	1	I64
26	26	4/4	0	1	1	IV6
26	26	4/4	1/4	1	1	I64
26	26	4/4	1/2	1	1	ii65
26	26	4/4	3/4	1	1	I64
27	27	4/4	0	1	1	IV6
27	27	4/4	1/4	1	1	I64
27	27	4/4	1/2	1	1	ii6
30	30	4/4	0	1	1	V(64)
30	30	4/4	1/2	1	1	V7
31	31	4/4	0	1	1	I}{
31	31	4/4	1/2	1	1	V6
32	32	4/4	0	1	1	I
32	32	4/4	1/2	1	1	ii6
32	32	4/4	3/4	1	1	V7
33	33	4/4	0	1	1	I}{
33	33	4/4	1/2	1	1	V6
34	34	4/4	0	1	1	I
34	34	4/4	1/2	1	1	ii6
34	34	4/4	3/4	1	1	V7
35	35	4/4	0	1	1	I}{
36	36	4/4	0	1	1	ii
36	36	4/4	1/2	1	1	V65
36	36	4/4	3/4	1	1	V7
37	37	4/4	0	1	1	I(94)}
37	37	4/4	1/2	1	1	I
39	39	4/4	0	1	1	I.v{
40	40	4/4	0	1	1	V2/ii
41	41	4/4	0	1	1	ii6
42	42	4/4	0	1	1	V2
43	43	4/4	0	1	1	I6
44	44	4/4	0	1	1	.bII6/vi
45	45	4/4	0	1	1	V/vi
45	45	4/4	3/8	1	1	V65/vi
45	45	4/4	1/2	1	1	vi
45	45	4/4	5/8	1	1	vi2
45	45	4/4	3/4	1	1	#viio/v
45	45	4/4	7/8	1	1	iv6/v
46	46	4/4	0	1	1	V/v
46	46	4/4	3/8	1	1	V65/v
46	46	4/4	1/2	1	1	v
46	46	4/4	5/8	1	1	v2
46	46	4/4	3/4	1	1	viio/IV
46	46	4/4	7/8	1	1	IV6/IV
47	47	4/4	0	1	1	V/IV
47	47	4/4	3/8	1	1	V65/IV
47	47	4/4	1/2	1	1	I/IV}
48	48	4/4	0	1	1	{
48	48	4/4	1/2	1	1	I6
49	49	4/4	0	1	1	V43
49	49	4/4	1/2	1	1	I(#2)
49	49	4/4	3/4	1	1	I
50	50	4/4	1/2	1	1	V6
51	51	4/4	0	1	1	V43/V
51	51	4/4	1/2	1	1	V
52	52	4/4	0	1	1	V[V7
52	52	4/4	1/2	1	1	I
53	53	4/4	0	1	1	I6
53	53	4/4	1/2	1	1	V
54	54	4/4	0	1	1	V7
54	54	4/4	1/2	1	1	I
55	55	4/4	0	1	1	I6
55	55	4/4	1/2	1	1	V
55	55	4/4	3/4	1	1	I
56	56	4/4	0	1	1	V]
56	56	4/4	1/4	1	1	I
56	56	4/4	1/2	1	1	V}
57	57	4/4	1/2	1	1	V7(9)
57	57	4/4	3/4	1	1	V7
58	58	4/4	0	1	1	I{
59	59	4/4	0	1	1	ii6
59	59	4/4	1/2	1	1	V2
59	59	4/4	5/8	1	1	I6
59	59	4/4	3/4	1	1	ii6
59	59	4/4	7/8	1	1	V
60	60	4/4	0	1	1	I}{
61	61	4/4	0	1	1	ii6
61	61	4/4	1/2	1	1	V2
61	61	4/4	5/8	1	1	I6
61	61	4/4	3/4	1	1	ii6
61	61	4/4	7/8	1	1	V
62	62	4/4	0	1	1	I}{
62	62	4/4	1/2	1	1	V2(4)/IV
62	62	4/4	3/4	1	1	V2/IV
63	63	4/4	1/2	1	1	IV6(72)
63	63	4/4	3/4	1	1	IV6
64	64	4/4	1/2	1	1	#viio43/ii
65	65	4/4	0	1	1	#viio64/ii
65	65	4/4	1/2	1	1	viio43
66	66	4/4	0	1	1	I6
66	66	4/4	1/4	1	1	i6
66	66	4/4	1/2	1	1	V7(4)/V
66	66	4/4	5/8	1	1	V7/V
66	66	4/4	3/4	1	1	V65
67	67	4/4	0	1	1	I(4)
67	67	4/4	1/8	1	1	I
67	67	4/4	1/4	1	1	viio7/V
67	67	4/4	1/2	1	1	V[V}{
67	67	4/4	3/4	1	1	V7
68	68	4/4	1/8	1	1	I
68	68	4/4	3/8	1	1	viio6/V
68	68	4/4	1/2	1	1	V
68	68	4/4	3/4	1	1	V7
69	69	4/4	1/8	1	1	I
69	69	4/4	3/8	1	1	viio6/V
69	69	4/4	1/2	1	1	V]}
70	70	4/4	0	1	1	{
70	70	4/4	1/2	1	1	V7/ii
72	72	4/4	0	1	1	ii
73	73	4/4	0	1	1	V7
74	74	4/4	1/2	1	1	I[I}{
75	75	4/4	0	1	1	IV
75	75	4/4	1/2	1	1	I
76	76	4/4	0	1	1	IV
76	76	4/4	1/2	1	1	I]
76	76	4/4	7/8	1	1	V65/ii
77	77	4/4	0	1	1	ii
77	77	4/4	3/8	1	1	V65
77	77	4/4	1/2	1	1	I
77	77	4/4	7/8	1	1	IV6
78	78	4/4	0	1	1	ii6
78	78	4/4	3/8	1	1	V65/V
78	78	4/4	1/2	1	1	V}
78	78	4/4	3/4	1	1	I6{
79	79	4/4	0	1	1	IV
79	79	4/4	1/2	1	1	I6
79	79	4/4	3/4	1	1	I
80	80	4/4	0	1	1	IV
80	80	4/4	1/2	1	1	I6
80	80	4/4	7/8	1	1	V65/ii
81	81	4/4	0	1	1	II
81	81	4/4	3/8	1	1	V65
81	81	4/4	1/2	1	1	I
81	81	4/4	7/8	1	1	IV6
82	82	4/4	0	1	1	ii6
82	82	4/4	1/2	1	1	iii6
83	83	4/4	0	1	1	IV6
83	83	4/4	1/2	1	1	V6
84	84	4/4	0	1	1	V2
84	84	4/4	1/2	1	1	V[I6
84	84	4/4	3/4	1	1	V7
85	85	4/4	0	1	1	I
85	85	4/4	1/4	1	1	V7]
85	85	4/4	1/2	1	1	I6
85	85	4/4	7/8	1	1	ii6
86	86	4/4	0	1	1	V(64)}
86	86	4/4	1/8	1	1	V
86	86	4/4	5/16	1	1	{
86	86	4/4	1/2	1	1	ii65
86	86	4/4	3/4	1	1	I64
87	87	4/4	0	1	1	IV6
87	87	4/4	1/4	1	1	I64
87	87	4/4	1/2	1	1	ii65
87	87	4/4	3/4	1	1	I64
88	88	4/4	0	1	1	IV6
88	88	4/4	1/4	1	1	I64
88	88	4/4	1/2	1	1	ii6
89	89	4/4	1/2	1	1	ii65
91	91	4/4	0	1	1	V(64)
91	91	4/4	1/2	1	1	V7
92	92	4/4	0	1	1	I}{
92	92	4/4	1/2	1	1	V6
93	93	4/4	0	1	1	I
93	93	4/4	1/2	1	1	ii6
93	93	4/4	3/4	1	1	V7
94	94	4/4	0	1	1	I}{
94	94	4/4	1/2	1	1	V6
95	95	4/4	0	1	1	I
95	95	4/4	1/2	1	1	ii6
95	95	4/4	3/4	1	1	V7
96	96	4/4	0	1	1	I}{
97	97	4/4	0	1	1	ii
97	97	4/4	1/2	1	1	V65
97	97	4/4	3/4	1	1	V7
98	98	4/4	0	1	1	I(49)}
98	98	4/4	1/2	1	1	I
