mc	mn	timesig	onset	staff	voice	label
1	0	2/4	0	1	1	.C.I6{
2	1	2/4	0	1	1	vi
2	1	2/4	1/4	1	1	ii6
3	2	2/4	0	1	1	V
3	2	2/4	1/4	1	1	I6
4	3	2/4	0	1	1	IV
4	3	2/4	1/4	1	1	ii6
4	3	2/4	3/8	1	1	ii
5	4	2/4	0	1	1	V}
5	4	2/4	1/4	1	1	I6{
6	5	2/4	0	1	1	vi
6	5	2/4	1/4	1	1	ii
7	6	2/4	0	1	1	V
7	6	2/4	1/4	1	1	I
8	7	2/4	0	1	1	ii6
8	7	2/4	1/4	1	1	IV
8	7	2/4	3/8	1	1	V7
9	8	2/4	0	1	1	I}
9	8	2/4	1/4	1	1	V.IV{
10	9	2/4	0	1	1	I6
10	9	2/4	1/4	1	1	V6
11	10	2/4	0	1	1	I
11	10	2/4	1/4	1	1	I6
12	11	2/4	0	1	1	ii6
12	11	2/4	1/4	1	1	V65/V
13	12	2/4	0	1	1	V}
13	12	2/4	1/4	1	1	I6{
14	13	2/4	0	1	1	vi
14	13	2/4	1/4	1	1	ii6
15	14	2/4	0	1	1	V
15	14	2/4	1/4	1	1	I6
16	15	2/4	0	1	1	IV
16	15	2/4	1/4	1	1	V(64)
16	15	2/4	3/8	1	1	V7
17	16	2/4	0	1	1	I}
19	18	2/4	0	1	1	I.V7
21	20	2/4	1/4	1	1	I6{
22	21	2/4	0	1	1	vi
22	21	2/4	1/4	1	1	ii6
23	22	2/4	0	1	1	V
23	22	2/4	1/4	1	1	I6
24	23	2/4	0	1	1	IV
24	23	2/4	1/4	1	1	ii6
24	23	2/4	3/8	1	1	ii
25	24	2/4	0	1	1	V}
25	24	2/4	1/4	1	1	I6{
26	25	2/4	0	1	1	vi
26	25	2/4	1/4	1	1	ii
27	26	2/4	0	1	1	V
27	26	2/4	1/4	1	1	I
28	27	2/4	0	1	1	ii6
28	27	2/4	1/4	1	1	IV
28	27	2/4	3/8	1	1	V7
29	28	2/4	0	1	1	I}
29	28	2/4	1/4	1	1	vi.i6{
30	29	2/4	0	1	1	i
30	29	2/4	1/4	1	1	iio
31	30	2/4	0	1	1	V6
31	30	2/4	1/4	1	1	V(64)
32	31	2/4	1/4	1	1	V7
33	32	2/4	0	1	1	V
33	32	2/4	1/4	1	1	i6
34	33	2/4	0	1	1	.bII6
34	33	2/4	1/4	1	1	#viio6/iv
35	34	2/4	0	1	1	iv6
35	34	2/4	1/8	1	1	V6/iv
35	34	2/4	1/4	1	1	iv
35	34	2/4	3/8	1	1	i64
36	35	2/4	0	1	1	.Ger6
37	36	2/4	0	1	1	V}
38	37	2/4	0	1	1	V(64)
39	38	2/4	0	1	1	V
40	39	2/4	0	1	1	V(64)
41	40	2/4	0	1	1	V
41	40	2/4	1/4	1	1	i6{
42	41	2/4	0	1	1	V(64)
42	41	2/4	1/4	1	1	V7
43	42	2/4	0	1	1	V
43	42	2/4	1/4	1	1	i64
44	43	2/4	0	1	1	i6
44	43	2/4	1/4	1	1	iio6
45	44	2/4	0	1	1	V64
45	44	2/4	1/4	1	1	#viio
46	45	2/4	0	1	1	i
46	45	2/4	1/8	1	1	iio
46	45	2/4	1/4	1	1	i6
46	45	2/4	3/8	1	1	V65/iv
47	46	2/4	0	1	1	iv
47	46	2/4	1/8	1	1	i64
47	46	2/4	1/4	1	1	iv6
47	46	2/4	3/8	1	1	i64
48	47	2/4	0	1	1	.bII6
48	47	2/4	1/4	1	1	V(64)
48	47	2/4	3/8	1	1	V
49	48	2/4	0	1	1	i}
49	48	2/4	1/4	1	1	V7
50	49	2/4	0	1	1	i
50	49	2/4	1/4	1	1	V7
51	50	2/4	0	1	1	i
51	50	2/4	1/4	1	1	V7
52	51	2/4	0	1	1	i
52	51	2/4	1/4	1	1	I.V7
53	52	2/4	1/4	1	1	I6{
54	53	2/4	0	1	1	vi
54	53	2/4	1/4	1	1	ii6
55	54	2/4	0	1	1	V
55	54	2/4	1/4	1	1	I6
56	55	2/4	0	1	1	IV
56	55	2/4	1/4	1	1	ii6
56	55	2/4	3/8	1	1	ii
57	56	2/4	0	1	1	V}
57	56	2/4	1/4	1	1	I6{
58	57	2/4	0	1	1	vi
58	57	2/4	1/4	1	1	ii
59	58	2/4	0	1	1	V
59	58	2/4	1/4	1	1	I
60	59	2/4	0	1	1	ii6
60	59	2/4	1/4	1	1	IV
60	59	2/4	3/8	1	1	V7
61	60	2/4	0	1	1	I}
61	60	2/4	1/4	1	1	V2{
62	61	2/4	0	1	1	I6
62	61	2/4	1/4	1	1	V2
63	62	2/4	0	1	1	I
63	62	2/4	1/4	1	1	ii6
64	63	2/4	0	1	1	V(64)
64	63	2/4	1/4	1	1	V7
65	64	2/4	0	1	1	I(9)}
65	64	2/4	1/8	1	1	I
65	64	2/4	1/4	1	1	V2{
66	65	2/4	0	1	1	I6
66	65	2/4	1/4	1	1	V2
67	66	2/4	0	1	1	I6
67	66	2/4	1/4	1	1	ii6
68	67	2/4	0	1	1	V(64)
68	67	2/4	1/4	1	1	V7
69	68	2/4	0	1	1	I}
70	69	2/4	0	1	1	V(64)
70	69	2/4	1/4	1	1	V7
71	70	2/4	0	1	1	I
72	71	2/4	0	1	1	V(64)
72	71	2/4	1/4	1	1	V7
73	72	2/4	0	1	1	I
