mc	mn	timesig	onset	staff	voice	label
31	31	2/2	0	1	1	V7
32	32	2/2	0	1	1	I
33	33	2/2	0	1	1	V7]
34	34	2/2	0	1	1	I}
35	35	2/2	3/8	1	1	I.V7
39	39	2/2	0	1	1	I6{
39	39	2/2	1/2	1	1	I
40	40	2/2	0	1	1	V2
40	40	2/2	1/2	1	1	I6
41	41	2/2	0	1	1	V2
41	41	2/2	1/2	1	1	I6
42	42	2/2	0	1	1	V64
42	42	2/2	1/4	1	1	V65
42	42	2/2	1/2	1	1	I
42	42	2/2	3/4	1	1	I6
43	43	2/2	0	1	1	IV
43	43	2/2	1/2	1	1	vi-IV6
43	43	2/2	3/4	1	1	V65/V
44	44	2/2	0	1	1	V(4)}
44	44	2/2	1/4	1	1	V
45	45	2/2	0	1	1	I6{
45	45	2/2	1/2	1	1	I
46	46	2/2	0	1	1	V2
46	46	2/2	1/2	1	1	I6
47	47	2/2	0	1	1	V2
47	47	2/2	1/2	1	1	I6
48	48	2/2	0	1	1	V64
48	48	2/2	1/4	1	1	V65
48	48	2/2	1/2	1	1	I
48	48	2/2	3/4	1	1	vi
49	49	2/2	0	1	1	IV
49	49	2/2	3/8	1	1	ii6
49	49	2/2	1/2	1	1	V(64)
49	49	2/2	3/4	1	1	V7
50	50	2/2	0	1	1	I(74)}
50	50	2/2	1/2	1	1	I
51	51	2/2	0	1	1	vi.i{
52	52	2/2	0	1	1	V43
52	52	2/2	1/4	1	1	i
52	52	2/2	1/2	1	1	V6
53	53	2/2	0	1	1	#viio43
54	54	2/2	0	1	1	i6
54	54	2/2	1/4	1	1	#viio6
54	54	2/2	1/2	1	1	i}
55	55	2/2	0	1	1	V2{
55	55	2/2	1/2	1	1	i6
56	56	2/2	0	1	1	V2
56	56	2/2	1/2	1	1	i6
57	57	2/2	0	1	1	V64
57	57	2/2	1/4	1	1	V65
57	57	2/2	1/2	1	1	I
57	57	2/2	3/4	1	1	.Ger6
58	58	2/2	0	1	1	V}
59	59	2/2	0	1	1	i{
60	60	2/2	0	1	1	V43
60	60	2/2	1/4	1	1	i
60	60	2/2	1/2	1	1	V6
61	61	2/2	0	1	1	#viio43
62	62	2/2	0	1	1	i6
62	62	2/2	1/4	1	1	#viio6
62	62	2/2	1/2	1	1	i}
63	63	2/2	0	1	1	.bII6{
63	63	2/2	1/4	1	1	#viio2
63	63	2/2	1/2	1	1	i6
64	64	2/2	0	1	1	.bII6
64	64	2/2	1/4	1	1	#viio2
64	64	2/2	1/2	1	1	i6
65	65	2/2	0	1	1	iio6
65	65	2/2	1/2	1	1	V(64)
65	65	2/2	3/4	1	1	V
66	66	2/2	0	1	1	i(#74)}
67	67	2/2	0	1	1	i
67	67	2/2	1/2	1	1	IV.V2
68	68	2/2	0	1	1	I{
69	69	2/2	0	1	1	V43
69	69	2/2	1/2	1	1	V7
70	70	2/2	0	1	1	I
71	71	2/2	0	1	1	V43
71	71	2/2	1/2	1	1	V7
72	72	2/2	0	1	1	I
73	73	2/2	0	1	1	I.V43/ii
74	74	2/2	0	1	1	ii
74	74	2/2	1/2	1	1	ii2
75	75	2/2	0	1	1	V65
75	75	2/2	1/2	1	1	V43
76	76	2/2	0	1	1	i
77	77	2/2	0	1	1	.bVI
78	78	2/2	0	1	1	.Ger6
79	79	2/2	0	1	1	V}
79	79	2/2	5/8	1	1	viio/V
80	80	2/2	0	1	1	V
80	80	2/2	1/8	1	1	viio/V
80	80	2/2	1/2	1	1	V
80	80	2/2	5/8	1	1	viio/V
81	81	2/2	0	1	1	V
81	81	2/2	1/2	1	1	IV
82	82	2/2	0	1	1	I6
82	82	2/2	1/8	1	1	V6/ii
82	82	2/2	1/2	1	1	ii
82	82	2/2	5/8	1	1	V6
83	83	2/2	0	1	1	I6{
83	83	2/2	1/2	1	1	I
84	84	2/2	0	1	1	V2
84	84	2/2	1/2	1	1	I6
85	85	2/2	0	1	1	V2
85	85	2/2	1/2	1	1	I6
86	86	2/2	0	1	1	V43
86	86	2/2	1/4	1	1	V6
86	86	2/2	1/2	1	1	I
87	87	2/2	0	1	1	IV
87	87	2/2	1/2	1	1	vi-IV6
87	87	2/2	3/4	1	1	V65/V
88	88	2/2	0	1	1	V(4)}
88	88	2/2	1/4	1	1	V
89	89	2/2	0	1	1	I6{
89	89	2/2	1/2	1	1	I
90	90	2/2	0	1	1	V2
90	90	2/2	1/2	1	1	I6
91	91	2/2	0	1	1	V2
91	91	2/2	1/2	1	1	I6
92	92	2/2	0	1	1	V43
92	92	2/2	1/4	1	1	V65
92	92	2/2	1/2	1	1	I
92	92	2/2	3/4	1	1	vi
93	93	2/2	0	1	1	IV
93	93	2/2	3/8	1	1	ii6
93	93	2/2	1/2	1	1	V(64)
93	93	2/2	3/4	1	1	V7
94	94	2/2	0	1	1	I(74)}
94	94	2/2	1/2	1	1	I
95	95	2/2	0	1	1	i.i{
95	95	2/2	1/2	1	1	iv7
96	96	2/2	0	1	1	V7/III
96	96	2/2	1/2	1	1	IIIM7
97	97	2/2	0	1	1	VIM7
97	97	2/2	1/2	1	1	ii7
98	98	2/2	0	1	1	V7
98	98	2/2	1/2	1	1	i}
98	98	2/2	5/8	1	1	.bIII.viio64{
98	98	2/2	3/4	1	1	I6
98	98	2/2	7/8	1	1	viio6
99	99	2/2	0	1	1	I
100	100	2/2	1/4	1	1	V65
100	100	2/2	3/4	1	1	I
101	101	2/2	0	1	1	ii6
101	101	2/2	1/2	1	1	V(64)
101	101	2/2	3/4	1	1	V7
102	102	2/2	0	1	1	I(94)}
102	102	2/2	1/2	1	1	I
103	103	2/2	0	1	1	V/ii
103	103	2/2	1/2	1	1	viio7/V/ii
104	104	2/2	0	1	1	#viio43/ii
104	104	2/2	1/4	1	1	V43/ii
104	104	2/2	1/2	1	1	ii
105	105	2/2	0	1	1	V
105	105	2/2	1/2	1	1	viio7/V
106	106	2/2	0	1	1	vii%7
106	106	2/2	1/4	1	1	V43
106	106	2/2	1/2	1	1	I}
106	106	2/2	3/4	1	1	i.i{
106	106	2/2	7/8	1	1	v6
107	107	2/2	0	1	1	viio6/V
107	107	2/2	1/4	1	1	#viio
107	107	2/2	1/2	1	1	I
107	107	2/2	3/4	1	1	viio7/V
108	108	2/2	0	1	1	V(64)}
108	108	2/2	1/2	1	1	V
109	109	2/2	0	1	1	V7{
109	109	2/2	1/2	1	1	VI(6#2)
109	109	2/2	3/4	1	1	VI
110	110	2/2	0	1	1	V2/III
110	110	2/2	1/2	1	1	IIIM65
111	111	2/2	0	1	1	VIM2
111	111	2/2	1/2	1	1	ii%65
112	112	2/2	0	1	1	V2
112	112	2/2	1/2	1	1	i6
112	112	2/2	5/8	1	1	#viio6
112	112	2/2	3/4	1	1	i
112	112	2/2	7/8	1	1	v6
113	113	2/2	0	1	1	.Ger6
113	113	2/2	1/2	1	1	viio65/V
114	114	2/2	0	1	1	V
114	114	2/2	1/4	1	1	#viio7
114	114	2/2	3/4	1	1	i
115	115	2/2	0	1	1	iio6
115	115	2/2	1/2	1	1	V(64)
115	115	2/2	3/4	1	1	V
116	116	2/2	0	1	1	i(94)}
116	116	2/2	1/2	1	1	i
117	116	2/2	0	1	1	I.I[I(74)}
118	117	2/2	0	1	1	I
118	117	2/2	1/2	1	1	viio
119	118	2/2	0	1	1	I]
119	118	2/2	1/2	1	1	ii
120	119	2/2	0	1	1	I
121	120	2/2	0	1	1	I6{
121	120	2/2	1/2	1	1	I
122	121	2/2	0	1	1	V2
122	121	2/2	1/2	1	1	I6
123	122	2/2	0	1	1	V2
123	122	2/2	1/2	1	1	I6
124	123	2/2	0	1	1	V43
124	123	2/2	1/4	1	1	V6
124	123	2/2	1/2	1	1	I
124	123	2/2	3/4	1	1	I6
125	124	2/2	0	1	1	IV
125	124	2/2	1/2	1	1	vi-IV6
125	124	2/2	3/4	1	1	V65/V
126	125	2/2	0	1	1	V(4)}
126	125	2/2	1/4	1	1	V
127	126	2/2	0	1	1	I6{
127	126	2/2	1/2	1	1	I
128	127	2/2	0	1	1	V2
128	127	2/2	1/2	1	1	I6
129	128	2/2	0	1	1	V2
129	128	2/2	1/2	1	1	I6
129	128	2/2	3/4	1	1	I
130	129	2/2	0	1	1	V64
130	129	2/2	1/4	1	1	V65
130	129	2/2	1/2	1	1	I(4)
130	129	2/2	3/4	1	1	vi
131	130	2/2	0	1	1	ii6
131	130	2/2	7/8	1	1	V7
132	131	2/2	0	1	1	I(94)}
132	131	2/2	1/2	1	1	I
133	132	2/2	0	1	1	IV6{
133	132	2/2	1/2	1	1	I64
134	133	2/2	0	1	1	V2
134	133	2/2	1/2	1	1	I6
135	134	2/2	0	1	1	viio6/V
135	134	2/2	1/2	1	1	I64
136	135	2/2	0	1	1	V2
136	135	2/2	1/2	1	1	I6
137	136	2/2	0	1	1	viio6/V
137	136	2/2	3/4	1	1	V
138	137	2/2	0	1	1	V65
138	137	2/2	3/4	1	1	I
139	138	2/2	0	1	1	IV6
139	138	2/2	1/2	1	1	V(64)
139	138	2/2	3/4	1	1	V
140	139	2/2	0	1	1	I(974)}
140	139	2/2	1/2	1	1	I
141	140	2/2	0	1	1	V7/V{
141	140	2/2	3/4	1	1	V
142	141	2/2	0	1	1	V7
142	141	2/2	3/4	1	1	I
143	142	2/2	1/4	1	1	ii6
143	142	2/2	1/2	1	1	V(64)
143	142	2/2	3/4	1	1	V7
144	143	2/2	0	1	1	V43/V
145	144	2/2	0	1	1	V65
146	145	2/2	0	1	1	I6
146	145	2/2	1/2	1	1	ii6
147	146	2/2	0	1	1	V(64)
147	146	2/2	1/2	1	1	V7
147	146	2/2	3/4	1	1	#viio7/vi
148	147	2/2	0	1	1	V43/V
149	148	2/2	0	1	1	V65
150	149	2/2	0	1	1	V2/IV
151	150	2/2	0	1	1	IV6
152	151	2/2	0	1	1	.Ger6
153	152	2/2	0	1	1	V
153	152	2/2	1/2	1	1	I
154	153	2/2	0	1	1	V6(4)
154	153	2/2	1/8	1	1	V6
154	153	2/2	1/4	1	1	V
154	153	2/2	1/2	1	1	I6(2)
154	153	2/2	5/8	1	1	I6
155	154	2/2	0	1	1	V43(6)
155	154	2/2	1/4	1	1	V7
155	154	2/2	1/2	1	1	I(4)
155	154	2/2	5/8	1	1	I
155	154	2/2	3/4	1	1	V6(6)
155	154	2/2	7/8	1	1	V6
155	154	2/2	1/8	1	2	V43
156	155	2/2	0	1	1	vi(2)
156	155	2/2	1/8	1	1	vi
156	155	2/2	1/4	1	1	V43/V
156	155	2/2	1/2	1	1	V7(4)
156	155	2/2	5/8	1	1	V7
157	156	2/2	0	1	1	V7(4)/IV
157	156	2/2	1/8	1	1	V7/IV
157	156	2/2	1/2	1	1	IV(4)
157	156	2/2	5/8	1	1	IV
157	156	2/2	3/4	1	1	I(6)
157	156	2/2	7/8	1	1	I
158	157	2/2	0	1	1	V43(4)
158	157	2/2	1/8	1	1	V43
158	157	2/2	1/2	1	1	I(4)
158	157	2/2	5/8	1	1	I
158	157	2/2	3/4	1	1	V(6)
158	157	2/2	7/8	1	1	V
159	158	2/2	0	1	1	V7(4)/V
159	158	2/2	1/8	1	1	V7/V
159	158	2/2	1/2	1	1	V[V(4)
159	158	2/2	5/8	1	1	V
160	159	2/2	0	1	1	IV(2)
160	159	2/2	1/8	1	1	IV
160	159	2/2	1/2	1	1	I6(6)
160	159	2/2	5/8	1	1	I6
161	160	2/2	0	1	1	V7(6)
161	160	2/2	1/8	1	1	V7
161	160	2/2	1/2	1	1	I(4)
161	160	2/2	5/8	1	1	I
162	161	2/2	0	1	1	V7
162	161	2/2	1/2	1	1	V(64)
163	162	2/2	0	1	1	V7
163	162	2/2	1/2	1	1	V(64)
164	163	2/2	0	1	1	V7
164	163	2/2	1/2	1	1	V(64)
165	164	2/2	0	1	1	viio65/V
167	166	2/2	0	1	1	V(64)
170	169	2/2	0	1	1	V7
171	170	2/2	0	1	1	I}{
172	171	2/2	0	1	1	V7
173	172	2/2	0	1	1	I
174	173	2/2	0	1	1	V7]
175	174	2/2	0	1	1	I}
177	176	2/2	0	1	1	{
178	177	2/2	0	1	1	ii
178	177	2/2	1/4	1	1	V2
178	177	2/2	1/2	1	1	I
179	178	2/2	0	1	1	ii
179	178	2/2	1/4	1	1	V2
179	178	2/2	1/2	1	1	I6
180	179	2/2	0	1	1	ii
180	179	2/2	1/4	1	1	I6
180	179	2/2	3/8	1	1	ii6
180	179	2/2	1/2	1	1	V(4)
180	179	2/2	3/4	1	1	V
181	180	2/2	0	1	1	I6
181	180	2/2	1/2	1	1	I
182	181	2/2	0	1	1	ii
182	181	2/2	1/4	1	1	V2
182	181	2/2	1/2	1	1	I
183	182	2/2	0	1	1	ii
183	182	2/2	1/4	1	1	V2
183	182	2/2	1/2	1	1	I6
184	183	2/2	0	1	1	ii
184	183	2/2	1/4	1	1	I6
184	183	2/2	3/8	1	1	ii6
184	183	2/2	1/2	1	1	V(4)
184	183	2/2	3/4	1	1	V
185	184	2/2	0	1	1	I}
185	184	2/2	1/2	1	1	V7
186	185	2/2	0	1	1	I
186	185	2/2	1/2	1	1	V7
187	186	2/2	0	1	1	I
187	186	2/2	1/2	1	1	V7(9)
188	187	2/2	0	1	1	I(74)
188	187	2/2	1/2	1	1	I
