mc	mn	timesig	onset	staff	voice	label
1	0	2/4	0	1	1	.C.V{
2	1	2/4	0	1	1	I
4	3	2/4	0	1	1	I(64)
6	5	2/4	0	1	1	I
7	6	2/4	0	1	1	V6
7	6	2/4	3/8	1	1	V65
8	7	2/4	0	1	1	I
8	7	2/4	1/8	1	1	I6
8	7	2/4	1/4	1	1	viio6
8	7	2/4	3/8	1	1	I
9	8	2/4	0	1	1	V(64)}
9	8	2/4	1/4	1	1	V
9	8	2/4	3/8	1	1	{
10	9	2/4	0	1	1	I
12	11	2/4	0	1	1	I(64)
14	13	2/4	0	1	1	I
14	13	2/4	1/4	1	1	V65/ii
15	14	2/4	0	1	1	ii
15	14	2/4	1/4	1	1	V65
16	15	2/4	0	1	1	I
16	15	2/4	1/8	1	1	ii6
16	15	2/4	1/4	1	1	V(64)
16	15	2/4	3/8	1	1	V
17	16	2/4	0	1	1	I
17	16	2/4	1/4	1	1	V65/ii
18	17	2/4	0	1	1	ii
18	17	2/4	1/4	1	1	V65
19	18	2/4	0	1	1	I
19	18	2/4	1/8	1	1	ii6
19	18	2/4	1/4	1	1	V(64)
19	18	2/4	3/8	1	1	V7
20	19	2/4	0	1	1	I}
20	19	2/4	1/8	1	1	{
21	20	2/4	0	1	1	V(64)
21	20	2/4	1/4	1	1	V7
22	21	2/4	0	1	1	I
23	22	2/4	0	1	1	V(64)
23	22	2/4	1/4	1	1	V7
24	23	2/4	0	1	1	I
25	24	2/4	0	1	1	IV(#2)
25	24	2/4	1/8	1	1	IV
25	24	2/4	1/4	1	1	I6(#4)
25	24	2/4	3/8	1	1	I6
26	25	2/4	0	1	1	IV6(7)
26	25	2/4	1/8	1	1	IV6
26	25	2/4	1/4	1	1	I64(#2)
26	25	2/4	3/8	1	1	I64
27	26	2/4	0	1	1	ii6
28	27	2/4	0	1	1	V(64)}
28	27	2/4	1/8	1	1	V
28	27	2/4	1/4	1	1	I{
29	28	2/4	0	1	1	V(64)
29	28	2/4	1/4	1	1	V7
30	29	2/4	0	1	1	I
31	30	2/4	0	1	1	V(64)
31	30	2/4	1/4	1	1	V7
32	31	2/4	0	1	1	I
33	32	2/4	0	1	1	IV
33	32	2/4	1/4	1	1	I6
34	33	2/4	0	1	1	IV6
34	33	2/4	1/4	1	1	I64
35	34	2/4	0	1	1	IV
35	34	2/4	1/4	1	1	I6
36	35	2/4	0	1	1	ii7(4)
36	35	2/4	1/8	1	1	ii7
36	35	2/4	1/4	1	1	I(4)
36	35	2/4	3/8	1	1	I
37	36	2/4	0	1	1	ii6
38	37	2/4	1/4	1	1	viio/V
39	38	2/4	0	1	1	V(64)}
40	39	2/4	0	1	1	V
40	39	2/4	3/8	1	1	V.V6{
41	40	2/4	0	1	1	I
43	42	2/4	0	1	1	ii2
44	43	2/4	0	1	1	ii%2
45	44	2/4	0	1	1	V65
47	46	2/4	0	1	1	I
49	48	2/4	0	1	1	I6
50	49	2/4	0	1	1	IV
51	50	2/4	0	1	1	ii
51	50	2/4	3/8	1	1	V6/V
52	51	2/4	0	1	1	V}
53	52	2/4	0	1	1	V7
54	53	2/4	0	1	1	{
54	53	2/4	1/8	1	1	viio2
54	53	2/4	1/4	1	1	V7
54	53	2/4	3/8	1	1	viio2
55	54	2/4	0	1	1	V7
55	54	2/4	1/8	1	1	viio2
55	54	2/4	1/4	1	1	V7
55	54	2/4	3/8	1	1	viio2
56	55	2/4	0	1	1	V7
56	55	2/4	1/8	1	1	viio2
56	55	2/4	1/4	1	1	V7
56	55	2/4	3/8	1	1	viio2
57	56	2/4	0	1	1	V
57	56	2/4	1/8	1	1	viio2
