mc	mn	timesig	onset	staff	voice	label
1	1	3/8	0	1	1	.G.I{
3	3	3/8	0	1	1	I(6)
3	3	3/8	1/4	1	1	I(+7)
4	4	3/8	0	1	1	I(64)
4	4	3/8	1/4	1	1	I
7	7	3/8	0	1	1	I(64)
7	7	3/8	1/4	1	1	I
8	8	3/8	0	1	1	I(94)
8	8	3/8	1/4	1	1	I}
9	9	3/8	0	1	1	I6{
10	10	3/8	0	1	1	ii6
11	11	3/8	0	1	1	iii6
12	12	3/8	0	1	1	IV6
13	13	3/8	0	1	1	V6
13	13	3/8	1/4	1	1	V65
14	14	3/8	0	1	1	I
15	15	3/8	0	1	1	V43
16	16	3/8	0	1	1	I6
17	17	3/8	0	1	1	ii6
18	18	3/8	1/8	1	1	IV
19	19	3/8	0	1	1	V(9)
19	19	3/8	1/8	1	1	V7
20	20	3/8	0	1	1	IV6
20	20	3/8	1/8	1	1	vi
21	21	3/8	0	1	1	ii6(2)
21	21	3/8	1/8	1	1	ii6
22	22	3/8	0	1	1	V(13)
22	22	3/8	1/8	1	1	V(64)
23	23	3/8	0	1	1	V(4)
23	23	3/8	1/8	1	1	V
24	24	3/8	0	1	1	I[I(7)}
24	24	3/8	1/8	1	1	I
25	25	3/8	0	1	1	V7/IV{
26	26	3/8	0	1	1	IV6
27	27	3/8	0	1	1	viio6
28	28	3/8	0	1	1	I
29	29	3/8	0	1	1	V7/IV
30	30	3/8	0	1	1	IV6
31	31	3/8	0	1	1	viio6
32	32	3/8	0	1	1	I]
33	33	3/8	0	1	1	IV
33	33	3/8	1/4	1	1	I64
34	34	3/8	0	1	1	IV6
34	34	3/8	1/4	1	1	I64
35	35	3/8	0	1	1	ii65(2)
35	35	3/8	1/8	1	1	ii65
35	35	3/8	1/4	1	1	I64
36	36	3/8	0	1	1	IV6
36	36	3/8	1/4	1	1	I64
37	37	3/8	0	1	1	ii65(2)
37	37	3/8	1/8	1	1	ii65
37	37	3/8	1/4	1	1	I64
38	38	3/8	0	1	1	IV6
38	38	3/8	1/4	1	1	vii%7/V
39	39	3/8	0	1	1	V}
41	41	3/8	0	1	1	{
43	43	3/8	0	1	1	V.V[I6
43	43	3/8	1/8	1	1	V
43	43	3/8	1/4	1	1	V7
44	44	3/8	0	1	1	I6
44	44	3/8	1/8	1	1	V
44	44	3/8	1/4	1	1	V7
45	45	3/8	0	1	1	I6
45	45	3/8	1/4	1	1	I
46	46	3/8	0	1	1	V7
47	47	3/8	0	1	1	I6]
47	47	3/8	1/4	1	1	I
48	48	3/8	0	1	1	V65
51	51	3/8	0	1	1	V[V7
51	51	3/8	1/8	1	1	IV64
52	52	3/8	0	1	1	V7
52	52	3/8	1/8	1	1	IV64
53	53	3/8	0	1	1	V7
54	54	3/8	0	1	1	I6
54	54	3/8	1/4	1	1	I
55	55	3/8	0	1	1	V]
55	55	3/8	1/4	1	1	V65
56	56	3/8	0	1	1	I}
56	56	3/8	1/8	1	1	{
56	56	3/8	1/4	1	1	ii
57	57	3/8	0	1	1	I
58	58	3/8	1/8	1	1	vi
58	58	3/8	1/4	1	1	iio/vi
59	59	3/8	0	1	1	vi6
60	60	3/8	1/8	1	1	IV
60	60	3/8	1/4	1	1	ii/IV
61	61	3/8	0	1	1	IV
62	62	3/8	1/8	1	1	ii
62	62	3/8	1/4	1	1	iio/ii
63	63	3/8	0	1	1	ii6
65	65	3/8	0	1	1	V65
69	69	3/8	0	1	1	I
70	70	3/8	0	1	1	IV
71	71	3/8	0	1	1	V(64)
72	72	3/8	0	1	1	V7
73	73	3/8	0	1	1	I}
73	73	3/8	1/4	1	1	{
74	74	3/8	0	1	1	V65/vi
75	75	3/8	0	1	1	vi
76	76	3/8	0	1	1	V65/ii
77	77	3/8	0	1	1	viio64/V
77	77	3/8	1/4	1	1	viio
78	78	3/8	0	1	1	viio64/IV
78	78	3/8	1/4	1	1	IV6
79	79	3/8	0	1	1	V7
79	79	3/8	1/4	1	1	vi
80	80	3/8	0	1	1	ii65
80	80	3/8	1/8	1	1	ii7
80	80	3/8	1/4	1	1	V
81	81	3/8	0	1	1	I}
81	81	3/8	1/4	1	1	{
82	82	3/8	0	1	1	.It6/vi
