mc	mn	timesig	onset	staff	voice	label
1	0	2/2	0	1	1	.D.V{
2	1	2/2	0	1	1	I
2	1	2/2	1/2	1	1	vi
3	2	2/2	0	1	1	ii6
3	2	2/2	1/2	1	1	V7
4	3	2/2	0	1	1	I
4	3	2/2	1/2	1	1	ii6
5	4	2/2	0	1	1	V(64)}
5	4	2/2	1/4	1	1	V
5	4	2/2	1/2	1	1	{
6	5	2/2	0	1	1	I6
6	5	2/2	1/2	1	1	vi6
7	6	2/2	0	1	1	V.V7
7	6	2/2	1/2	1	1	viio
8	7	2/2	0	1	1	I
8	7	2/2	1/4	1	1	ii6
8	7	2/2	1/2	1	1	V(64)
8	7	2/2	3/4	1	1	V7
9	8	2/2	0	1	1	I(94)}
9	8	2/2	1/4	1	1	I
10	8	2/2	0	1	1	I.V{
11	9	2/2	0	1	1	V7/II
11	9	2/2	1/4	1	1	II
11	9	2/2	1/2	1	1	V7
11	9	2/2	3/4	1	1	I
12	10	2/2	0	1	1	IV6
12	10	2/2	1/4	1	1	IV
12	10	2/2	5/8	1	1	I6
12	10	2/2	3/4	1	1	viio6
12	10	2/2	7/8	1	1	I
13	11	2/2	0	1	1	V65
13	11	2/2	1/4	1	1	I
13	11	2/2	1/2	1	1	V
13	11	2/2	3/4	1	1	viio6/V
14	12	2/2	0	1	1	V(64)}
14	12	2/2	1/2	1	1	V
15	13	2/2	1/2	1	1	{
16	14	2/2	0	1	1	I
16	14	2/2	1/2	1	1	vi
17	15	2/2	0	1	1	ii6
17	15	2/2	1/2	1	1	V7
18	16	2/2	0	1	1	I
18	16	2/2	1/4	1	1	ii6
18	16	2/2	1/2	1	1	V(64)
18	16	2/2	3/4	1	1	V7
19	17	2/2	0	1	1	I(94)}
19	17	2/2	1/4	1	1	I
20	17	2/2	0	1	1	V{
21	18	2/2	0	1	1	I
21	18	2/2	1/2	1	1	I6
22	19	2/2	0	1	1	ii
22	19	2/2	1/2	1	1	V7
23	20	2/2	0	1	1	I6
23	20	2/2	1/2	1	1	IV
24	21	2/2	0	1	1	V(64)}
24	21	2/2	1/4	1	1	V
24	21	2/2	1/2	1	1	{
25	22	2/2	0	1	1	I6
25	22	2/2	1/2	1	1	vi6
26	23	2/2	0	1	1	V.viio6
26	23	2/2	1/2	1	1	V65
27	24	2/2	0	1	1	I
27	24	2/2	1/4	1	1	ii6
27	24	2/2	1/2	1	1	V(64)
27	24	2/2	3/4	1	1	V7
28	25	2/2	0	1	1	I(94)}
28	25	2/2	1/4	1	1	I
29	25	2/2	0	1	1	I.V{
30	26	2/2	0	1	1	V65/II
30	26	2/2	1/4	1	1	II
30	26	2/2	1/2	1	1	V65
30	26	2/2	3/4	1	1	I
31	27	2/2	0	1	1	IV6
31	27	2/2	1/4	1	1	IV
31	27	2/2	2/3	1	1	I6
31	27	2/2	3/4	1	1	viio6
31	27	2/2	11/12	1	1	I
32	28	2/2	0	1	1	V65
32	28	2/2	1/4	1	1	I
32	28	2/2	1/2	1	1	V6
32	28	2/2	3/4	1	1	V43/V
33	29	2/2	0	1	1	V(64)}
33	29	2/2	1/4	1	1	V
34	30	2/2	1/2	1	1	{
35	31	2/2	0	1	1	I
35	31	2/2	1/2	1	1	vi
36	32	2/2	0	1	1	ii6
36	32	2/2	1/2	1	1	V7
37	33	2/2	0	1	1	I
37	33	2/2	1/4	1	1	ii6
37	33	2/2	1/2	1	1	V(64)
37	33	2/2	3/4	1	1	V7
38	34	2/2	0	1	1	I(974)}
38	34	2/2	1/4	1	1	I
39	34	2/2	0	1	1	V43{
40	35	2/2	0	1	1	I
40	35	2/2	1/2	1	1	V7/IV
41	36	2/2	0	1	1	IV
41	36	2/2	1/4	1	1	ii6
41	36	2/2	1/2	1	1	V
41	36	2/2	3/4	1	1	viio64
41	36	2/2	5/6	1	1	I6
41	36	2/2	11/12	1	1	viio6
42	37	2/2	0	1	1	I
42	37	2/2	1/2	1	1	IV
42	37	2/2	3/4	1	1	ii6
43	38	2/2	0	1	1	V(64)}
43	38	2/2	1/4	1	1	V
43	38	2/2	1/2	1	1	V43{
44	39	2/2	0	1	1	I
44	39	2/2	1/4	1	1	vi6
44	39	2/2	1/2	1	1	I
45	40	2/2	0	1	1	V.viio
46	41	2/2	0	1	1	V
46	41	2/2	3/4	1	1	V7
47	42	2/2	0	1	1	I}
48	42	2/2	0	1	1	I.viio43/II{
49	43	2/2	0	1	1	V7/II
49	43	2/2	1/4	1	1	II
49	43	2/2	1/2	1	1	V7
49	43	2/2	3/4	1	1	I
50	44	2/2	0	1	1	IV6
50	44	2/2	1/8	1	1	IV
50	44	2/2	9/16	1	1	I6
50	44	2/2	5/8	1	1	ii
51	45	2/2	0	1	1	V43
51	45	2/2	1/2	1	1	I
51	45	2/2	3/4	1	1	vi
51	45	2/2	7/8	1	1	viio6/V
52	46	2/2	0	1	1	V(#74)}
52	46	2/2	1/4	1	1	V
53	47	2/2	1/2	1	1	V43{
54	48	2/2	0	1	1	I
54	48	2/2	1/2	1	1	V43/IV
55	49	2/2	0	1	1	IV
55	49	2/2	1/4	1	1	ii6
55	49	2/2	1/2	1	1	viio
56	50	2/2	0	1	1	V
56	50	2/2	3/4	1	1	V7
57	51	2/2	0	1	1	I}
58	51	2/2	0	1	1	{
59	52	2/2	0	1	1	I6
59	52	2/2	1/8	1	1	V65
59	52	2/2	1/4	1	1	I
59	52	2/2	3/8	1	1	V65/vi
59	52	2/2	1/2	1	1	vi
60	53	2/2	0	1	1	V43
60	53	2/2	1/8	1	1	I6
60	53	2/2	1/4	1	1	ii6
60	53	2/2	3/8	1	1	V65/V
60	53	2/2	1/2	1	1	V
60	53	2/2	3/4	1	1	V7
61	54	2/2	0	1	1	I
61	54	2/2	1/2	1	1	ii6
62	55	2/2	0	1	1	V(64)}
62	55	2/2	1/4	1	1	V
62	55	2/2	1/2	1	1	I{
63	56	2/2	0	1	1	I6
63	56	2/2	1/8	1	1	V65
63	56	2/2	1/4	1	1	I
63	56	2/2	3/8	1	1	V65/vi
