mc	mn	timesig	onset	staff	voice	label
1	1	6/8	0	1	1	.A.I{
1	1	6/8	3/8	1	1	I6
2	2	6/8	0	1	1	V6
2	2	6/8	3/8	1	1	V43
3	3	6/8	0	1	1	vi7
3	3	6/8	3/8	1	1	V6
4	4	6/8	0	1	1	I
4	4	6/8	1/4	1	1	ii6
4	4	6/8	3/8	1	1	V(64)}
4	4	6/8	5/8	1	1	V
5	5	6/8	0	1	1	I{
5	5	6/8	3/8	1	1	I6
6	6	6/8	0	1	1	V6
6	6	6/8	3/8	1	1	V43
7	7	6/8	0	1	1	vi7
7	7	6/8	1/4	1	1	V6
7	7	6/8	3/8	1	1	I
7	7	6/8	5/8	1	1	ii6
8	8	6/8	0	1	1	V(64)
8	8	6/8	1/4	1	1	V7
8	8	6/8	3/8	1	1	I}
9	9	6/8	0	1	1	{
9	9	6/8	3/8	1	1	IV64
10	10	6/8	3/8	1	1	I
11	11	6/8	3/8	1	1	V65
12	12	6/8	0	1	1	I
12	12	6/8	1/4	1	1	viio6/V
12	12	6/8	3/8	1	1	V(64)}
12	12	6/8	5/8	1	1	V
13	13	6/8	0	1	1	I{
13	13	6/8	3/8	1	1	I6
14	14	6/8	0	1	1	V6
14	14	6/8	3/8	1	1	V43
15	15	6/8	0	1	1	vi7
15	15	6/8	1/4	1	1	V6
15	15	6/8	3/8	1	1	I
15	15	6/8	5/8	1	1	ii6
16	16	6/8	0	1	1	V(64)
16	16	6/8	1/4	1	1	V
16	16	6/8	3/8	1	1	I(97)}
16	16	6/8	5/8	1	1	I
17	17	6/8	0	1	1	{
17	17	6/8	1/4	1	1	V43
17	17	6/8	3/8	1	1	I6
17	17	6/8	5/8	1	1	IV
18	18	6/8	0	1	1	V(64)
18	18	6/8	1/4	1	1	V7
18	18	6/8	3/8	1	1	I}
19	19	6/8	0	1	1	{
19	19	6/8	3/8	1	1	I6
20	20	6/8	0	1	1	V6
20	20	6/8	3/8	1	1	V43
21	21	6/8	0	1	1	vi7
21	21	6/8	3/8	1	1	V6
22	22	6/8	0	1	1	I
22	22	6/8	1/4	1	1	ii6
22	22	6/8	3/8	1	1	V}
23	23	6/8	0	1	1	I{
24	24	6/8	0	1	1	V
24	24	6/8	1/4	1	1	V(64)
24	24	6/8	1/2	1	1	V7
25	25	6/8	0	1	1	vi
25	25	6/8	1/4	1	1	V6
25	25	6/8	3/8	1	1	I
25	25	6/8	5/8	1	1	ii6
26	26	6/8	0	1	1	V(64)
26	26	6/8	1/4	1	1	V7
26	26	6/8	3/8	1	1	I}
27	27	6/8	0	1	1	{
27	27	6/8	3/8	1	1	IV64
28	28	6/8	3/8	1	1	I
29	29	6/8	3/8	1	1	V43
30	30	6/8	0	1	1	I6
30	30	6/8	1/4	1	1	vii%7/V
30	30	6/8	3/8	1	1	V(64)}
30	30	6/8	5/8	1	1	V
31	31	6/8	0	1	1	I{
31	31	6/8	3/8	1	1	I6
32	32	6/8	0	1	1	V6
32	32	6/8	3/8	1	1	V43
33	33	6/8	0	1	1	vi7
33	33	6/8	1/4	1	1	V6
33	33	6/8	3/8	1	1	I
33	33	6/8	5/8	1	1	ii6
34	34	6/8	0	1	1	V(64)
34	34	6/8	1/4	1	1	V7
34	34	6/8	3/8	1	1	I(97)}
34	34	6/8	5/8	1	1	I
35	35	6/8	0	1	1	{
35	35	6/8	1/4	1	1	V43
35	35	6/8	3/8	1	1	I6
35	35	6/8	5/8	1	1	IV
36	36	6/8	0	1	1	V(64)
36	36	6/8	1/4	1	1	V7
36	36	6/8	3/8	1	1	I}
37	37	6/8	0	1	1	{
37	37	6/8	1/4	1	1	V43
37	37	6/8	3/8	1	1	I6
37	37	6/8	5/8	1	1	I
38	38	6/8	0	1	1	V6
38	38	6/8	1/4	1	1	I
38	38	6/8	3/8	1	1	V43
38	38	6/8	5/8	1	1	V65
39	39	6/8	0	1	1	vi7
39	39	6/8	3/8	1	1	V65
40	40	6/8	0	1	1	I
40	40	6/8	1/4	1	1	ii6
40	40	6/8	3/8	1	1	V(64)}
40	40	6/8	5/8	1	1	V
41	41	6/8	0	1	1	I{
42	42	6/8	0	1	1	V
42	42	6/8	3/8	1	1	V7
43	43	6/8	0	1	1	vi7
43	43	6/8	1/4	1	1	V65
43	43	6/8	3/8	1	1	I
43	43	6/8	5/8	1	1	ii6
44	44	6/8	0	1	1	V(64)
44	44	6/8	1/4	1	1	V7
44	44	6/8	3/8	1	1	I}
45	45	6/8	0	1	1	{
45	45	6/8	3/8	1	1	IV64
46	46	6/8	3/8	1	1	I
47	47	6/8	3/8	1	1	V43
48	48	6/8	0	1	1	I
48	48	6/8	1/4	1	1	viio6/V
48	48	6/8	3/8	1	1	V(64)}
48	48	6/8	5/8	1	1	V
49	49	6/8	0	1	1	I{
49	49	6/8	1/4	1	1	V43
49	49	6/8	3/8	1	1	I6
49	49	6/8	5/8	1	1	I
50	50	6/8	0	1	1	V6
50	50	6/8	1/4	1	1	I
50	50	6/8	3/8	1	1	V43
50	50	6/8	5/8	1	1	V65
51	51	6/8	0	1	1	vi7
51	51	6/8	1/4	1	1	V65
51	51	6/8	3/8	1	1	I
51	51	6/8	5/8	1	1	ii6
52	52	6/8	0	1	1	V(64)
52	52	6/8	1/4	1	1	V7
52	52	6/8	3/8	1	1	I(974)}
52	52	6/8	5/8	1	1	I
53	53	6/8	0	1	1	{
53	53	6/8	1/4	1	1	V43
53	53	6/8	3/8	1	1	I6
53	53	6/8	5/8	1	1	ii65
54	54	6/8	0	1	1	V(64)
54	54	6/8	1/4	1	1	V7
54	54	6/8	3/8	1	1	I}
55	55	6/8	0	1	1	i.i{
56	56	6/8	0	1	1	V
56	56	6/8	3/8	1	1	V7
57	57	6/8	0	1	1	i
57	57	6/8	3/8	1	1	V43
58	58	6/8	0	1	1	i6
58	58	6/8	1/8	1	1	V64
58	58	6/8	1/4	1	1	i
58	58	6/8	3/8	1	1	V(64)}
58	58	6/8	5/8	1	1	V
59	59	6/8	0	1	1	i{
60	60	6/8	0	1	1	V
60	60	6/8	3/8	1	1	V7
61	61	6/8	0	1	1	i
61	61	6/8	1/4	1	1	V65
61	61	6/8	3/8	1	1	i
61	61	6/8	5/8	1	1	iv6
62	62	6/8	0	1	1	V(64)
62	62	6/8	1/4	1	1	V
62	62	6/8	3/8	1	1	i}
63	63	6/8	0	1	1	{
63	63	6/8	1/4	1	1	V7/iv
63	63	6/8	3/8	1	1	iv64
64	64	6/8	3/8	1	1	i
65	65	6/8	3/8	1	1	#viio7
65	65	6/8	5/8	1	1	#viio43
66	66	6/8	0	1	1	i6
66	66	6/8	1/8	1	1	V6
66	66	6/8	1/4	1	1	i
66	66	6/8	3/8	1	1	viio7/V
66	66	6/8	5/8	1	1	V}
67	67	6/8	0	1	1	i{
68	68	6/8	0	1	1	V
68	68	6/8	3/8	1	1	V7
69	69	6/8	0	1	1	i
69	69	6/8	1/4	1	1	V65
69	69	6/8	3/8	1	1	i
69	69	6/8	5/8	1	1	iv6
70	70	6/8	0	1	1	V(64)
70	70	6/8	1/4	1	1	V
70	70	6/8	3/8	1	1	i}
71	71	6/8	0	1	1	{
71	71	6/8	1/4	1	1	V65
71	71	6/8	3/8	1	1	i
71	71	6/8	5/8	1	1	iv6
72	72	6/8	0	1	1	V(64)
72	72	6/8	1/4	1	1	V
72	72	6/8	3/8	1	1	i}
73	73	6/8	0	1	1	I.I{
74	74	6/8	0	1	1	V
74	74	6/8	3/8	1	1	V7
75	75	6/8	0	1	1	I
75	75	6/8	3/8	1	1	V
76	76	6/8	0	1	1	V(64)}
76	76	6/8	3/8	1	1	V
77	77	6/8	0	1	1	I{
78	78	6/8	0	1	1	V
78	78	6/8	3/8	1	1	V7
79	79	6/8	0	1	1	I
79	79	6/8	1/4	1	1	V
79	79	6/8	3/8	1	1	I
79	79	6/8	1/2	1	1	vi
79	79	6/8	5/8	1	1	ii6
80	80	6/8	0	1	1	V(64)
80	80	6/8	1/4	1	1	V
80	80	6/8	3/8	1	1	I}
81	81	6/8	0	1	1	{
81	81	6/8	3/8	1	1	IV64
82	82	6/8	3/8	1	1	I
83	83	6/8	3/8	1	1	viio6
84	84	6/8	0	1	1	I6
84	84	6/8	1/8	1	1	viio6
84	84	6/8	1/4	1	1	vii%43/V
84	84	6/8	3/8	1	1	V(64)}
84	84	6/8	5/8	1	1	V
85	85	6/8	0	1	1	I{
86	86	6/8	0	1	1	V
86	86	6/8	3/8	1	1	V7
87	87	6/8	0	1	1	I
87	87	6/8	1/4	1	1	V
87	87	6/8	3/8	1	1	I
87	87	6/8	1/2	1	1	vi
87	87	6/8	5/8	1	1	ii6
88	88	6/8	0	1	1	V(64)
88	88	6/8	1/4	1	1	V
88	88	6/8	5/8	1	1	V(64)
89	89	6/8	0	1	1	I
89	89	6/8	1/4	1	1	V7
89	89	6/8	3/8	1	1	I
89	89	6/8	5/8	1	1	IV
90	90	6/8	0	1	1	V(64)
90	90	6/8	1/4	1	1	V
90	90	6/8	3/8	1	1	I}
91	91	6/8	0	1	1	{
91	91	6/8	5/16	1	1	V43
91	91	6/8	3/8	1	1	I
92	92	6/8	0	1	1	V6
92	92	6/8	5/16	1	1	I
92	92	6/8	3/8	1	1	#viio/ii
