mc	mn	timesig	onset	staff	voice	label
1	0	2/2	0	1	1	.Bb.V65/ii{
2	1	2/2	0	1	1	ii
2	1	2/2	1/2	1	1	V65
3	2	2/2	0	1	1	I
3	2	2/2	3/4	1	1	I6
4	3	2/2	0	1	1	IV
4	3	2/2	1/4	1	1	I6
4	3	2/2	1/2	1	1	viio6
4	3	2/2	3/4	1	1	I
5	4	2/2	0	1	1	V(64)}
5	4	2/2	1/4	1	1	V
5	4	2/2	1/2	1	1	V65/ii{
6	5	2/2	0	1	1	ii
6	5	2/2	1/4	1	1	ii6
6	5	2/2	3/4	1	1	V65
7	6	2/2	0	1	1	I
7	6	2/2	1/4	1	1	I6
8	7	2/2	0	1	1	IV
8	7	2/2	1/4	1	1	ii43
8	7	2/2	1/2	1	1	V(4)
8	7	2/2	3/4	1	1	V
9	8	2/2	0	1	1	I}
9	8	2/2	1/4	1	1	{
9	8	2/2	1/2	1	1	ii
9	8	2/2	3/4	1	1	viio
10	9	2/2	0	1	1	I
10	9	2/2	1/4	1	1	I6
10	9	2/2	1/2	1	1	ii6
10	9	2/2	3/4	1	1	viio/V
11	10	2/2	0	1	1	V}
11	10	2/2	1/4	1	1	I{
11	10	2/2	1/2	1	1	ii
11	10	2/2	3/4	1	1	viio
12	11	2/2	0	1	1	I
12	11	2/2	1/4	1	1	IV
12	11	2/2	1/2	1	1	V
12	11	2/2	3/4	1	1	V7
13	12	2/2	0	1	1	I}
13	12	2/2	1/4	1	1	V+6/IV{
13	12	2/2	1/2	1	1	IV
13	12	2/2	3/4	1	1	V+6/IV
14	13	2/2	0	1	1	IV
14	13	2/2	1/2	1	1	V(64)
14	13	2/2	3/4	1	1	V7
15	14	2/2	0	1	1	I}
15	14	2/2	1/4	1	1	V+6/IV{
15	14	2/2	1/2	1	1	IV
15	14	2/2	3/4	1	1	V+6/IV
16	15	2/2	0	1	1	IV
16	15	2/2	1/2	1	1	V(64)
16	15	2/2	3/4	1	1	V7
17	16	2/2	0	1	1	I}
17	16	2/2	1/4	1	1	V7
17	16	2/2	1/2	1	1	I
17	16	2/2	3/4	1	1	V7
18	17	2/2	0	1	1	I
19	18	2/2	0	1	1	{
21	20	2/2	0	1	1	V6
23	22	2/2	0	1	1	V.viio6
23	22	2/2	1/4	1	1	viio
23	22	2/2	1/2	1	1	I
23	22	2/2	3/4	1	1	I6
24	23	2/2	0	1	1	viio64
24	23	2/2	1/4	1	1	viio6
24	23	2/2	1/2	1	1	I6
24	23	2/2	3/4	1	1	I
25	24	2/2	0	1	1	viio6
25	24	2/2	1/4	1	1	viio
25	24	2/2	1/2	1	1	I
25	24	2/2	3/4	1	1	I6
26	25	2/2	0	1	1	viio64
26	25	2/2	1/4	1	1	viio6
26	25	2/2	1/2	1	1	I6
27	26	2/2	0	1	1	ii6
28	27	2/2	0	1	1	V(64)}
28	27	2/2	1/4	1	1	V
29	28	2/2	0	1	1	I{
29	28	2/2	1/2	1	1	V65
30	29	2/2	0	1	1	V43
30	29	2/2	1/2	1	1	I6
31	30	2/2	0	1	1	I
31	30	2/2	1/2	1	1	V65
32	31	2/2	0	1	1	V43
32	31	2/2	1/2	1	1	I6
32	31	2/2	3/4	1	1	I
33	32	2/2	0	1	1	I6
34	33	2/2	0	1	1	ii6
35	34	2/2	0	1	1	I6
35	34	2/2	1/4	1	1	vi-IV6
35	34	2/2	1/2	1	1	ii6
35	34	2/2	3/4	1	1	V
36	35	2/2	0	1	1	I6
37	36	2/2	0	1	1	ii6
38	37	2/2	0	1	1	IV
39	38	2/2	1/4	1	1	ii65
39	38	2/2	1/2	1	1	V(4)
39	38	2/2	3/4	1	1	V
40	39	2/2	0	1	1	I[I}{
40	39	2/2	1/4	1	1	V7/IV
41	40	2/2	0	1	1	IV
41	40	2/2	1/4	1	1	viio6
42	41	2/2	0	1	1	I
42	41	2/2	1/4	1	1	V7/IV
43	42	2/2	0	1	1	IV
43	42	2/2	1/4	1	1	viio6
44	43	2/2	0	1	1	I]}
44	43	2/2	1/2	1	1	I.V65/ii{
45	44	2/2	0	1	1	ii
45	44	2/2	1/2	1	1	V65
46	45	2/2	0	1	1	I
46	45	2/2	3/4	1	1	I6
47	46	2/2	0	1	1	IV
47	46	2/2	1/4	1	1	I6
47	46	2/2	1/2	1	1	viio6
47	46	2/2	3/4	1	1	I
48	47	2/2	0	1	1	V(64)}
48	47	2/2	1/4	1	1	V
48	47	2/2	1/2	1	1	V65/ii{
49	48	2/2	0	1	1	ii
49	48	2/2	1/4	1	1	ii6
49	48	2/2	3/4	1	1	V65
50	49	2/2	0	1	1	I
50	49	2/2	1/4	1	1	I6
51	50	2/2	0	1	1	IV
51	50	2/2	1/4	1	1	ii43
51	50	2/2	1/2	1	1	V(4)
51	50	2/2	3/4	1	1	V
52	51	2/2	0	1	1	I}
53	52	2/2	0	1	1	vi.i{
54	53	2/2	0	1	1	#viio65
55	54	2/2	0	1	1	#viio43
56	55	2/2	0	1	1	i6
56	55	2/2	1/4	1	1	#viio
56	55	2/2	1/2	1	1	i
56	55	2/2	3/4	1	1	#viio6
57	56	2/2	0	1	1	i6
57	56	2/2	3/4	1	1	V65/iv
58	57	2/2	0	1	1	iv
58	57	2/2	3/4	1	1	i64
59	58	2/2	0	1	1	.Ger6
60	59	2/2	0	1	1	V(#764)}
60	59	2/2	1/2	1	1	V
61	60	2/2	0	1	1	V{
61	60	2/2	1/2	1	1	V65
62	61	2/2	0	1	1	i
62	61	2/2	1/2	1	1	V2
63	62	2/2	0	1	1	i6
63	62	2/2	7/8	1	1	.It6
64	63	2/2	0	1	1	V(#764)}
64	63	2/2	1/2	1	1	V
65	64	2/2	0	1	1	i6{
65	64	2/2	3/4	1	1	V65/iv
66	65	2/2	0	1	1	iv
66	65	2/2	1/4	1	1	#viio43
67	66	2/2	0	1	1	V(64)
67	66	2/2	1/2	1	1	V7
68	67	2/2	0	1	1	i(9#74)}
68	67	2/2	1/2	1	1	i
69	68	2/2	0	1	1	#viio43/iv{
69	68	2/2	1/2	1	1	IV6
70	69	2/2	0	1	1	.It6
70	69	2/2	1/2	1	1	V
71	70	2/2	0	1	1	I.V43}
72	71	2/2	1/2	1	1	V65/ii{
73	72	2/2	0	1	1	ii
73	72	2/2	1/2	1	1	V65
74	73	2/2	0	1	1	I
74	73	2/2	3/4	1	1	I6
75	74	2/2	0	1	1	IV
75	74	2/2	1/4	1	1	I6
75	74	2/2	1/2	1	1	viio6
75	74	2/2	3/4	1	1	I
76	75	2/2	0	1	1	V(64)}
76	75	2/2	1/4	1	1	V
76	75	2/2	1/2	1	1	V65/ii{
77	76	2/2	0	1	1	ii
77	76	2/2	1/4	1	1	ii6
77	76	2/2	3/4	1	1	V65
78	77	2/2	0	1	1	I
78	77	2/2	1/4	1	1	I6
79	78	2/2	0	1	1	IV
79	78	2/2	1/4	1	1	ii43
79	78	2/2	1/2	1	1	V(4)
79	78	2/2	3/4	1	1	V
80	79	2/2	0	1	1	I}
80	79	2/2	1/4	1	1	{
80	79	2/2	1/2	1	1	ii
80	79	2/2	3/4	1	1	viio
81	80	2/2	0	1	1	I
81	80	2/2	1/4	1	1	I6
81	80	2/2	1/2	1	1	ii6
81	80	2/2	3/4	1	1	viio/V
82	81	2/2	0	1	1	V}
82	81	2/2	1/4	1	1	I{
82	81	2/2	1/2	1	1	ii
82	81	2/2	3/4	1	1	viio
83	82	2/2	0	1	1	I
83	82	2/2	1/4	1	1	IV
83	82	2/2	1/2	1	1	V
83	82	2/2	3/4	1	1	V7
84	83	2/2	0	1	1	I}
84	83	2/2	1/4	1	1	V+6/IV{
84	83	2/2	1/2	1	1	IV
84	83	2/2	3/4	1	1	V+6/IV
85	84	2/2	0	1	1	IV
85	84	2/2	1/2	1	1	V(64)
85	84	2/2	3/4	1	1	V7
86	85	2/2	0	1	1	I}
86	85	2/2	1/4	1	1	V+6/IV{
86	85	2/2	1/2	1	1	IV
86	85	2/2	3/4	1	1	V+6/IV
87	86	2/2	0	1	1	IV
87	86	2/2	1/2	1	1	V(64)
87	86	2/2	3/4	1	1	V7
88	87	2/2	0	1	1	I}
88	87	2/2	1/4	1	1	V7
88	87	2/2	1/2	1	1	I
88	87	2/2	3/4	1	1	V7
89	88	2/2	0	1	1	I
90	89	2/2	0	1	1	IV.V7
91	90	2/2	0	1	1	I{
92	91	2/2	0	1	1	V65
93	92	2/2	0	1	1	IV
94	93	2/2	0	1	1	V65
95	94	2/2	0	1	1	I
95	94	2/2	1/2	1	1	IV6
95	94	2/2	3/4	1	1	I64
96	95	2/2	0	1	1	ii6
97	96	2/2	0	1	1	V
97	96	2/2	1/4	1	1	I
97	96	2/2	1/2	1	1	ii
97	96	2/2	3/4	1	1	V2
98	97	2/2	0	1	1	I6
98	97	2/2	1/2	1	1	I
99	98	2/2	1/2	1	1	IV6
99	98	2/2	3/4	1	1	I64
100	99	2/2	0	1	1	ii6
101	100	2/2	0	1	1	V
101	100	2/2	1/4	1	1	I
101	100	2/2	1/2	1	1	ii
101	100	2/2	3/4	1	1	V
102	101	2/2	0	1	1	I}
102	101	2/2	1/2	1	1	{
