filename	cadences_id	mc	mn	timesig	onset	staff	voice	cadence
K330-3	10	39	39	2/4	0	1	1	IAC
K330-3	11	47	47	2/4	0	1	1	EC
K330-3	12	55	55	2/4	0	1	1	PAC
K330-3	13	61	61	2/4	0	1	1	PAC
K330-3	14	68	68	2/4	1/4	1	1	PAC
K330-3	15	76	76	2/4	1/4	1	1	PAC
K330-3	16	86	86	2/4	0	1	1	HC
K330-3	17	92	92	2/4	0	1	1	HC
K330-3	18	97	97	2/4	1/4	1	1	HC
K330-3	19	99	99	2/4	1/4	1	1	HC
K330-3	20	103	103	2/4	0	1	1	HC
K330-3	21	105	105	2/4	1/4	1	1	HC
K330-3	22	107	107	2/4	1/4	1	1	HC
K330-3	23	111	111	2/4	0	1	1	PAC
K330-3	24	113	113	2/4	0	1	1	PAC
K330-3	25	115	115	2/4	0	1	1	PAC
K330-3	26	131	131	2/4	0	1	1	HC
K330-3	27	134	134	2/4	1/8	1	1	IAC
K330-3	28	138	138	2/4	0	1	1	IAC
K330-3	29	142	142	2/4	1/8	1	1	IAC
K330-3	30	146	146	2/4	0	1	1	EC
K330-3	31	154	154	2/4	0	1	1	PAC
K330-3	32	160	160	2/4	0	1	1	PAC
K330-3	33	169	169	2/4	1/4	1	1	DC
K330-3	34	171	171	2/4	0	1	1	PAC
K331-1	0	4	4	6/8	5/8	1	1	HC
K331-1	1	8	8	6/8	3/8	1	1	PAC
K331-1	2	12	12	6/8	5/8	1	1	HC
K331-1	3	16	16	6/8	5/8	1	1	IAC
K331-1	4	18	18	6/8	3/8	1	1	PAC
K331-1	5	22	22	6/8	3/8	1	1	HC
K331-1	6	26	26	6/8	3/8	1	1	PAC
K331-1	7	30	30	6/8	5/8	1	1	HC
K331-1	8	34	34	6/8	5/8	1	1	IAC
K331-1	9	36	36	6/8	3/8	1	1	PAC
K331-1	10	40	40	6/8	5/8	1	1	HC
K331-1	11	44	44	6/8	3/8	1	1	PAC
K331-1	12	48	48	6/8	5/8	1	1	HC
K331-1	13	52	52	6/8	5/8	1	1	IAC
K331-1	14	54	54	6/8	3/8	1	1	PAC
K331-1	15	58	58	6/8	5/8	1	1	HC
K331-1	16	62	62	6/8	3/8	1	1	PAC
K331-1	17	66	66	6/8	5/8	1	1	HC
K331-1	18	70	70	6/8	3/8	1	1	PAC
K331-1	19	72	72	6/8	3/8	1	1	PAC
K331-1	20	76	76	6/8	3/8	1	1	HC
K331-1	21	80	80	6/8	3/8	1	1	PAC
K331-1	22	84	84	6/8	5/8	1	1	HC
K331-1	23	88	88	6/8	1/4	1	1	HC
K331-1	24	90	90	6/8	3/8	1	1	PAC
K331-1	25	94	94	6/8	3/8	1	1	HC
K331-1	27	99	98	6/8	1/2	1	1	PAC
K331-1	28	103	102	6/8	1/2	1	1	HC
K331-1	29	107	106	6/8	5/8	1	1	IAC
K331-1	31	110	108	6/8	5/8	1	1	PAC
K331-1	32	114	112	4/4	3/4	1	1	HC
K331-1	33	118	116	4/4	1/2	1	1	PAC
K331-1	34	122	120	4/4	1/2	1	1	HC
K331-1	35	126	124	4/4	3/4	1	1	IAC
K331-1	37	129	126	4/4	1/2	1	1	PAC
K331-1	38	135	132	4/4	1/2	1	1	PAC
K331-1	39	136	133	4/4	1/2	1	1	PAC
K331-1	40	137	134	4/4	1/2	1	1	PAC
K331-2	0	4	4	3/4	1/4	1	1	HC
K331-2	1	10	10	3/4	1/4	1	1	PAC
K331-2	2	18	18	3/4	0	1	1	PAC
K331-2	3	30	30	3/4	0	1	1	HC
K331-2	4	34	34	3/4	1/4	1	1	HC
K331-2	5	41	41	3/4	0	1	1	EC
K331-2	6	48	48	3/4	0	1	1	PAC
K331-2	7	52	52	3/4	0	1	1	PAC
K331-2	8	56	56	3/4	0	1	1	HC
K331-2	9	60	60	3/4	0	1	1	PAC
K331-2	10	63	63	3/4	0	1	1	PAC
K331-2	11	64	64	3/4	0	1	1	PAC
K331-2	12	80	80	3/4	0	1	1	HC
K331-2	13	82	82	3/4	0	1	1	HC
K331-2	14	92	92	3/4	0	1	1	HC
K331-2	15	96	96	3/4	0	1	1	IAC
K331-2	16	98	98	3/4	0	1	1	IAC
K331-2	17	99	99	3/4	0	1	1	PAC
K331-2	19	101	100	3/4	0	1	1	PAC
K331-3	0	9	8	2/4	0	1	1	PAC
K331-3	1	12	10	2/4	0	1	1	HC
K331-3	2	14	12	2/4	0	1	1	HC
K331-3	3	16	14	2/4	0	1	1	HC
K331-3	4	18	16	2/4	0	1	1	HC
K331-3	5	26	24	2/4	0	1	1	PAC
K331-3	6	31	28	2/4	0	1	1	HC
K331-3	7	35	32	2/4	0	1	1	PAC
K331-3	8	44	40	2/4	0	1	1	PAC
K331-3	9	49	44	2/4	0	1	1	HC
K331-3	10	53	48	2/4	0	1	1	PAC
K331-3	11	61	56	2/4	0	1	1	PAC
K331-3	12	66	60	2/4	0	1	1	HC
K331-3	13	70	64	2/4	0	1	1	PAC
K331-3	14	79	72	2/4	0	1	1	PAC
K331-3	15	82	74	2/4	0	1	1	HC
K331-3	16	84	76	2/4	0	1	1	HC
K331-3	17	86	78	2/4	0	1	1	HC
K331-3	18	88	80	2/4	0	1	1	HC
K331-3	19	96	88	2/4	0	1	1	PAC
K331-3	20	101	92	2/4	0	1	1	HC
K331-3	22	106	96	2/4	0	1	1	PAC
K331-3	23	112	102	2/4	0	1	1	HC
K331-3	24	119	109	2/4	0	1	1	PAC
K331-3	25	125	115	2/4	0	1	1	HC
K331-3	26	132	122	2/4	0	1	1	PAC
K332-1	0	12	12	3/4	0	1	1	PAC
K332-1	1	16	16	3/4	1/4	1	1	IAC
K332-1	2	20	20	3/4	0	1	1	PAC
K332-1	3	37	37	3/4	0	1	1	HC
K332-1	4	44	44	3/4	1/2	1	1	IAC
K332-1	5	48	48	3/4	0	1	1	HC
K332-1	6	52	52	3/4	1/2	1	1	IAC
K332-1	7	56	56	3/4	0	1	1	PAC
K332-1	8	67	67	3/4	0	1	1	HC
K332-1	9	76	76	3/4	0	1	1	IAC
K332-1	10	82	82	3/4	0	1	1	EC
K332-1	11	84	84	3/4	0	1	1	EC
K332-1	12	86	86	3/4	0	1	1	PAC
K332-1	13	93	93	3/4	0	1	1	PAC
K332-1	14	95	95	3/4	1/2	1	1	HC
K332-1	15	97	97	3/4	1/2	1	1	HC
K332-1	16	101	101	3/4	0	1	1	PAC
K332-1	17	103	103	3/4	1/2	1	1	HC
K332-1	18	105	105	3/4	1/2	1	1	HC
K332-1	19	109	109	3/4	0	1	1	PAC
K332-1	20	123	123	3/4	0	1	1	HC
K332-1	21	144	144	3/4	0	1	1	PAC
K332-1	22	148	148	3/4	1/4	1	1	IAC
K332-1	23	152	152	3/4	0	1	1	PAC
K332-1	24	173	173	3/4	0	1	1	HC
K332-1	25	180	180	3/4	1/2	1	1	IAC
K332-1	26	184	184	3/4	0	1	1	HC
K332-1	27	188	188	3/4	1/2	1	1	IAC
K332-1	28	192	192	3/4	0	1	1	PAC
K332-1	29	203	203	3/4	0	1	1	HC
K332-1	30	212	212	3/4	0	1	1	IAC
K332-1	31	218	218	3/4	0	1	1	EC
K332-1	32	220	220	3/4	0	1	1	EC
K332-1	33	222	222	3/4	0	1	1	PAC
K332-1	34	229	229	3/4	0	1	1	PAC
K332-2	0	4	4	4/4	3/4	1	1	HC
K332-2	1	8	8	4/4	1/2	1	1	PAC
K332-2	2	12	12	4/4	5/8	1	1	IAC
K332-2	3	16	16	4/4	3/8	1	1	HC
K332-2	4	19	19	4/4	0	1	1	PAC
K332-2	5	24	24	4/4	3/4	1	1	HC
K332-2	6	28	28	4/4	1/2	1	1	PAC
K332-2	7	32	32	4/4	5/8	1	1	IAC
K332-2	8	36	36	4/4	3/8	1	1	HC
K332-2	9	39	39	4/4	0	1	1	PAC
K332-3	0	6	6	6/8	3/8	1	1	HC
K332-3	1	14	14	6/8	3/8	1	1	PAC
K332-3	2	26	26	6/8	3/8	1	1	DC
K332-3	3	32	32	6/8	0	1	1	PAC
K332-3	4	49	49	6/8	0	1	1	HC
K332-3	5	57	57	6/8	3/8	1	1	HC
K332-3	6	65	65	6/8	0	1	1	PAC
K332-3	7	74	74	6/8	0	1	1	PAC
K332-3	8	83	83	6/8	0	1	1	EC
K332-3	9	85	85	6/8	0	1	1	PAC
K332-3	10	119	119	6/8	0	1	1	HC
K332-3	11	127	127	6/8	0	1	1	PAC
K332-3	12	139	139	6/8	0	1	1	HC
K332-3	13	153	153	6/8	3/8	1	1	HC
K332-3	14	161	161	6/8	3/8	1	1	PAC
K332-3	15	184	184	6/8	0	1	1	HC
K332-3	16	192	192	6/8	3/8	1	1	HC
K332-3	17	200	200	6/8	0	1	1	PAC
K332-3	18	210	210	6/8	0	1	1	PAC
K332-3	19	220	220	6/8	0	1	1	EC
K332-3	20	222	222	6/8	0	1	1	PAC
K332-3	21	232	232	6/8	0	1	1	PAC
K332-3	22	236	236	6/8	3/8	1	1	DC
K332-3	23	242	242	6/8	0	1	1	PAC
K333-1	0	5	4	4/4	1/4	1	1	IAC
K333-1	1	11	10	4/4	0	1	1	PAC
K333-1	2	19	18	4/4	0	1	1	HC
K333-1	3	21	20	4/4	0	1	1	HC
K333-1	4	23	22	4/4	0	1	1	HC
K333-1	5	31	30	4/4	0	1	1	HC
K333-1	6	39	38	4/4	0	1	1	PAC
K333-1	7	47	46	4/4	0	1	1	PAC
K333-1	8	51	50	4/4	0	1	1	PAC
K333-1	9	55	54	4/4	0	1	1	PAC
K333-1	10	60	59	4/4	0	1	1	PAC
K333-1	11	64	63	4/4	1/2	1	1	PAC
K333-1	12	73	71	4/4	0	1	1	PAC
K333-1	13	83	81	4/4	0	1	1	HC
K333-1	14	85	83	4/4	0	1	1	HC
K333-1	15	87	85	4/4	0	1	1	HC
K333-1	16	99	97	4/4	1/4	1	1	IAC
K333-1	17	105	103	4/4	0	1	1	PAC
K333-1	18	116	114	4/4	0	1	1	HC
K333-1	19	118	116	4/4	0	1	1	HC
K333-1	20	120	118	4/4	0	1	1	HC
K333-1	21	128	126	4/4	0	1	1	HC
K333-1	22	136	134	4/4	0	1	1	PAC
K333-1	23	144	142	4/4	0	1	1	PAC
K333-1	24	154	152	4/4	0	1	1	PAC
K333-1	25	158	156	4/4	0	1	1	PAC
K333-1	26	163	161	4/4	0	1	1	PAC
K333-1	27	167	165	4/4	1/2	1	1	PAC
K333-2	0	4	4	3/4	1/4	1	1	HC
K333-2	1	6	6	3/4	1/2	1	1	DC
K333-2	2	8	8	3/4	0	1	1	PAC
K333-2	3	13	13	3/4	1/4	1	1	HC
K333-2	4	21	21	3/4	0	1	1	PAC
K333-2	5	25	25	3/4	1/4	1	1	IAC
K333-2	6	29	29	3/4	0	1	1	PAC
K333-2	7	31	31	3/4	1/4	1	1	PAC
K333-2	8	35	35	3/4	1/4	1	1	PAC
K333-2	9	43	43	3/4	0	1	1	PAC
K333-2	10	48	48	3/4	1/4	1	1	HC
K333-2	11	54	54	3/4	1/4	1	1	HC
K333-2	12	58	58	3/4	0	1	1	PAC
K333-2	13	63	63	3/4	1/4	1	1	HC
K333-2	14	71	71	3/4	0	1	1	PAC
K333-2	15	75	75	3/4	1/4	1	1	IAC
K333-2	16	79	79	3/4	0	1	1	PAC
K333-2	18	82	81	3/4	1/4	1	1	PAC
K333-2	19	83	82	3/4	1/2	1	1	PAC
K333-3	0	4	4	2/2	1/2	1	1	HC
K333-3	1	8	8	2/2	0	1	1	PAC
K333-3	2	12	12	2/2	1/2	1	1	HC
K333-3	3	16	16	2/2	0	1	1	PAC
K333-3	4	18	18	2/2	0	1	1	HC
K333-3	5	20	20	2/2	0	1	1	IAC
K333-3	6	24	24	2/2	1/4	1	1	HC
K333-3	7	32	32	2/2	0	1	1	IAC
K333-3	8	36	36	2/2	0	1	1	PAC
K333-3	9	44	44	2/2	1/2	1	1	HC
K333-3	10	48	48	2/2	0	1	1	PAC
K333-3	11	52	52	2/2	1/2	1	1	HC
K333-3	12	56	56	2/2	0	1	1	PAC
K333-3	13	58	58	2/2	0	1	1	HC
K333-3	14	60	60	2/2	0	1	1	IAC
K333-3	15	64	64	2/2	0	1	1	HC
K333-3	16	72	72	2/2	0	1	1	HC
K333-3	17	76	76	2/2	0	1	1	PAC
K333-3	18	89	89	2/2	0	1	1	EC
K333-3	19	90	90	2/2	3/4	1	1	HC
K333-3	20	103	103	2/2	0	1	1	HC
K333-3	21	115	115	2/2	1/2	1	1	HC
K333-3	22	119	119	2/2	0	1	1	PAC
K333-3	23	123	123	2/2	1/2	1	1	HC
K333-3	24	127	127	2/2	0	1	1	PAC
K333-3	25	129	129	2/2	0	1	1	HC
K333-3	26	131	131	2/2	0	1	1	IAC
K333-3	27	144	144	2/2	0	1	1	HC
K333-3	28	156	156	2/2	0	1	1	IAC
K333-3	29	164	164	2/2	0	1	1	PAC
K333-3	30	179	179	2/2	0	1	1	HC
K333-3	31	205	202	2/2	1/2	1	1	HC
K333-3	32	209	206	2/2	0	1	1	EC
K333-3	33	212	209	2/2	0	1	1	EC
K333-3	34	216	213	2/2	0	1	1	PAC
K333-3	35	225	222	2/2	0	1	1	PAC
K333-3	36	226	223	2/2	0	1	1	PAC
K457-1	0	19	19	4/4	0	1	1	PAC
K457-1	1	30	30	4/4	1/4	1	1	HC
K457-1	2	48	48	4/4	0	1	1	DC
K457-1	3	59	59	4/4	0	1	1	PAC
K457-1	4	63	63	4/4	0	1	1	PAC
K457-1	5	67	67	4/4	0	1	1	PAC
K457-1	6	71	71	4/4	0	1	1	PAC
K457-1	7	118	118	4/4	0	1	1	PAC
K457-1	8	126	126	4/4	1/4	1	1	HC
K457-1	9	145	145	4/4	0	1	1	PAC
K457-1	10	156	156	4/4	0	1	1	PAC
K457-1	11	160	160	4/4	0	1	1	PAC
K457-1	12	164	164	4/4	0	1	1	PAC
K457-1	13	176	176	4/4	0	1	1	PAC
K457-1	14	179	179	4/4	0	1	1	PAC
K457-1	15	182	182	4/4	0	1	1	PAC
K457-2	0	3	3	4/4	3/4	1	1	HC
K457-2	1	7	7	4/4	1/2	1	1	PAC
K457-2	2	13	13	4/4	1/2	1	1	PAC
K457-2	3	19	19	4/4	3/4	1	1	HC
K457-2	4	23	23	4/4	1/2	1	1	PAC
K457-2	5	38	38	4/4	0	1	1	HC
K457-2	6	43	43	4/4	3/4	1	1	HC
K457-2	7	45	45	4/4	0	1	1	PAC
K457-2	8	47	47	4/4	1/2	1	1	PAC
K457-2	9	49	49	4/4	1/2	1	1	PAC
K457-2	10	54	54	4/4	0	1	1	PAC
K457-3	0	9	8	3/4	1/4	1	1	HC
K457-3	1	17	16	3/4	0	1	1	PAC
K457-3	2	31	30	3/4	0	1	1	PAC
K457-3	3	45	44	3/4	0	1	1	PAC
K457-3	4	59	58	3/4	0	1	1	HC
K457-3	5	61	60	3/4	0	1	1	HC
K457-3	6	63	62	3/4	0	1	1	HC
K457-3	7	75	74	3/4	0	1	1	PAC
K457-3	8	83	82	3/4	0	1	1	PAC
K457-3	9	91	90	3/4	0	1	1	PAC
K457-3	10	112	111	3/4	1/4	1	1	HC
K457-3	11	120	119	3/4	0	1	1	PAC
K457-3	12	134	133	3/4	0	1	1	PAC
K457-3	13	180	179	3/4	0	1	1	HC
K457-3	14	182	181	3/4	0	1	1	HC
K457-3	15	184	183	3/4	0	1	1	HC
K457-3	16	198	197	3/4	0	1	1	PAC
K457-3	17	206	205	3/4	0	1	1	PAC
K457-3	18	229	228	3/4	1/4	1	1	HC
K457-3	19	249	248	3/4	0	1	1	PAC
K457-3	20	263	262	3/4	0	1	1	PAC
K457-3	21	288	287	3/4	0	1	1	PAC
K457-3	22	302	301	3/4	0	1	1	DC
K457-3	23	310	309	3/4	0	1	1	PAC
K533-1	0	23	22	2/2	0	1	1	DC
K533-1	1	42	41	2/2	0	1	1	HC
K533-1	2	46	45	2/2	1/4	1	1	HC
K533-1	3	50	49	2/2	0	1	1	PAC
K533-1	4	54	53	2/2	1/4	1	1	HC
K533-1	5	58	57	2/2	0	1	1	PAC
K533-1	6	79	78	2/2	0	1	1	IAC
K533-1	7	83	82	2/2	0	1	1	DC
K533-1	8	90	89	2/2	0	1	1	PAC
K533-1	9	93	92	2/2	0	1	1	PAC
K533-1	10	96	95	2/2	0	1	1	PAC
K533-1	11	98	97	2/2	0	1	1	PAC
K533-1	12	100	99	2/2	0	1	1	PAC
K533-1	13	118	116	2/2	0	1	1	HC
K533-1	14	170	168	2/2	0	1	1	HC
K533-1	15	174	172	2/2	1/4	1	1	HC
K533-1	16	178	176	2/2	0	1	1	PAC
K533-1	17	182	180	2/2	1/4	1	1	HC
K533-1	18	186	184	2/2	0	1	1	PAC
K533-1	19	213	211	2/2	0	1	1	IAC
K533-1	20	221	219	2/2	0	1	1	DC
K533-1	21	228	226	2/2	0	1	1	PAC
K533-1	22	231	229	2/2	0	1	1	PAC
K533-1	23	234	232	2/2	0	1	1	PAC
K533-1	24	236	234	2/2	0	1	1	PAC
K533-1	25	238	236	2/2	0	1	1	PAC
K533-2	0	10	10	3/4	1/4	1	1	HC
K533-2	1	22	22	3/4	1/4	1	1	HC
K533-2	2	33	33	3/4	0	1	1	PAC
K533-2	3	42	42	3/4	0	1	1	EC
K533-2	4	44	44	3/4	0	1	1	EC
K533-2	5	46	46	3/4	1/4	1	1	PAC
K533-2	6	82	82	3/4	1/4	1	1	HC
K533-2	7	90	90	3/4	1/4	1	1	HC
K533-2	8	101	101	3/4	0	1	1	PAC
K533-2	9	110	110	3/4	0	1	1	EC
K533-2	10	112	112	3/4	0	1	1	EC
K533-2	11	114	114	3/4	0	1	1	PAC
K533-2	12	117	117	3/4	0	1	1	DC
K533-2	13	120	120	3/4	0	1	1	PAC
K533-3	0	6	6	2/2	1/2	1	1	HC
K533-3	1	12	12	2/2	1/2	1	1	PAC
K533-3	2	18	18	2/2	1/2	1	1	HC
K533-3	3	26	26	2/2	1/2	1	1	IAC
K533-3	4	30	30	2/2	0	1	1	PAC
K533-3	5	44	44	2/2	1/2	1	1	HC
K533-3	6	50	50	2/2	1/2	1	1	PAC
K533-3	7	58	58	2/2	0	1	1	HC
K533-3	8	67	67	2/2	0	1	1	PAC
K533-3	9	79	79	2/2	0	1	1	HC
K533-3	10	88	88	2/2	1/2	1	1	HC
K533-3	11	94	94	2/2	1/2	1	1	PAC
K533-3	12	98	98	2/2	1/2	1	1	IAC
K533-3	13	102	102	2/2	1/2	1	1	PAC
K533-3	14	108	108	2/2	1/2	1	1	HC
K533-3	16	117	116	2/2	0	1	1	PAC
K533-3	17	126	125	2/2	1/2	1	1	HC
K533-3	18	132	131	2/2	1/2	1	1	PAC
K533-3	19	140	139	2/2	1/2	1	1	IAC
K533-3	20	144	143	2/2	0	1	1	DC
K533-3	21	148	147	2/2	0	1	1	DC
K533-3	22	153	152	2/2	0	1	1	HC
K533-3	23	171	170	2/2	0	1	1	PAC
K533-3	24	181	180	2/2	0	1	1	EC
K533-3	25	185	184	2/2	0	1	1	PAC
K545-1	0	11	11	4/4	0	1	1	HC
K545-1	1	26	26	4/4	0	1	1	PAC
K545-1	2	42	42	4/4	0	1	1	PAC
K545-1	3	56	56	4/4	0	1	1	HC
K545-1	4	71	71	4/4	0	1	1	PAC
K545-2	0	8	8	3/4	1/4	1	1	HC
K545-2	1	16	16	3/4	1/4	1	1	PAC
K545-2	2	24	24	3/4	1/4	1	1	PAC
K545-2	3	32	32	3/4	1/4	1	1	PAC
K545-2	4	40	40	3/4	1/4	1	1	PAC
K545-2	5	44	44	3/4	1/4	1	1	HC
K545-2	6	48	48	3/4	1/4	1	1	PAC
K545-2	7	56	56	3/4	1/4	1	1	HC
K545-2	8	64	64	3/4	0	1	1	PAC
K545-2	9	68	68	3/4	0	1	1	PAC
K545-2	10	72	72	3/4	0	1	1	PAC
K545-3	0	5	4	2/4	0	1	1	HC
K545-3	1	9	8	2/4	0	1	1	PAC
K545-3	2	13	12	2/4	0	1	1	HC
K545-3	3	17	16	2/4	0	1	1	PAC
K545-3	4	25	24	2/4	0	1	1	HC
K545-3	5	29	28	2/4	0	1	1	PAC
K545-3	6	37	36	2/4	0	1	1	HC
K545-3	7	49	48	2/4	0	1	1	PAC
K545-3	8	57	56	2/4	0	1	1	HC
K545-3	9	61	60	2/4	0	1	1	PAC
K545-3	10	65	64	2/4	1/8	1	1	PAC
K545-3	11	69	68	2/4	0	1	1	PAC
K545-3	12	71	70	2/4	0	1	1	PAC
K545-3	13	73	72	2/4	0	1	1	PAC
K570-1	0	20	20	3/4	0	1	1	PAC
K570-1	1	35	35	3/4	0	1	1	HC
K570-1	2	37	37	3/4	0	1	1	HC
K570-1	3	39	39	3/4	0	1	1	HC
K570-1	4	57	57	3/4	0	1	1	PAC
K570-1	5	65	65	3/4	0	1	1	EC
K570-1	6	69	69	3/4	0	1	1	PAC
K570-1	7	73	73	3/4	0	1	1	PAC
K570-1	8	77	77	3/4	0	1	1	PAC
K570-1	9	95	95	3/4	0	1	1	HC
K570-1	10	97	97	3/4	0	1	1	HC
K570-1	11	99	99	3/4	0	1	1	HC
K570-1	12	127	127	3/4	0	1	1	HC
K570-1	13	129	129	3/4	0	1	1	HC
K570-1	14	152	152	3/4	0	1	1	PAC
K570-1	15	167	167	3/4	0	1	1	HC
K570-1	16	169	169	3/4	0	1	1	HC
K570-1	17	187	187	3/4	0	1	1	PAC
K570-1	18	195	195	3/4	0	1	1	EC
K570-1	19	199	199	3/4	0	1	1	PAC
K570-1	20	203	203	3/4	0	1	1	PAC
K570-1	21	207	207	3/4	0	1	1	PAC
K570-2	0	2	2	4/4	3/4	1	1	HC
K570-2	1	4	4	4/4	3/4	1	1	PAC
K570-2	2	8	8	4/4	3/4	1	1	HC
K570-2	3	10	10	4/4	3/4	1	1	HC
K570-2	4	12	12	4/4	3/4	1	1	PAC
K570-2	5	14	14	4/4	3/4	1	1	HC
K570-2	6	16	16	4/4	1/2	1	1	PAC
K570-2	7	20	20	4/4	3/4	1	1	HC
K570-2	8	22	22	4/4	3/4	1	1	HC
K570-2	10	25	24	4/4	1/2	1	1	PAC
K570-2	11	30	29	4/4	3/4	1	1	HC
K570-2	12	32	31	4/4	3/4	1	1	PAC
K570-2	13	36	35	4/4	1/2	1	1	PAC
K570-2	14	38	37	4/4	3/4	1	1	HC
K570-2	15	40	39	4/4	3/4	1	1	PAC
K570-2	16	42	41	4/4	1/2	1	1	HC
K570-2	17	46	45	4/4	3/4	1	1	HC
K570-2	18	48	47	4/4	3/4	1	1	PAC
K570-2	19	52	51	4/4	3/4	1	1	DC
K570-2	20	54	53	4/4	1/2	1	1	PAC
K570-3	0	5	4	4/4	3/4	1	1	HC
K570-3	1	9	8	4/4	1/2	1	1	PAC
K570-3	2	11	10	4/4	3/4	1	1	HC
K570-3	3	19	18	4/4	3/4	1	1	HC
K570-3	4	23	22	4/4	1/2	1	1	PAC
K570-3	5	31	30	4/4	3/4	1	1	PAC
K570-3	6	35	34	4/4	3/4	1	1	HC
K570-3	7	43	42	4/4	3/4	1	1	PAC
K570-3	8	49	48	4/4	1/2	1	1	PAC
K570-3	9	53	52	4/4	0	1	1	HC
K570-3	10	57	56	4/4	1/2	1	1	PAC
K570-3	11	67	66	4/4	3/4	1	1	HC
K570-3	12	71	70	4/4	1/2	1	1	PAC
K570-3	13	79	78	4/4	3/4	1	1	DC
K570-3	14	86	85	4/4	0	1	1	PAC
K576-1	0	5	4	6/8	3/8	1	1	HC
K576-1	1	9	8	6/8	3/8	1	1	PAC
K576-1	2	13	12	6/8	3/8	1	1	HC
K576-1	3	17	16	6/8	0	1	1	PAC
K576-1	4	27	26	6/8	0	1	1	HC
K576-1	5	42	41	6/8	0	1	1	PAC
K576-1	6	46	45	6/8	3/8	1	1	HC
K576-1	7	54	53	6/8	0	1	1	PAC
K576-1	8	79	77	6/8	0	1	1	HC
K576-1	9	104	102	6/8	3/8	1	1	HC
K576-1	10	108	106	6/8	3/8	1	1	PAC
K576-1	11	122	120	6/8	0	1	1	HC
K576-1	12	127	125	6/8	3/8	1	1	HC
K576-1	13	131	129	6/8	3/8	1	1	PAC
K576-1	14	135	133	6/8	3/8	1	1	HC
K576-1	15	157	155	6/8	0	1	1	PAC
K576-2	0	4	4	3/4	1/4	1	1	HC
K576-2	1	8	8	3/4	1/4	1	1	PAC
K576-2	2	16	16	3/4	1/4	1	1	PAC
K576-2	3	20	20	3/4	0	1	1	HC
K576-2	4	24	24	3/4	0	1	1	PAC
K576-2	5	31	31	3/4	0	1	1	HC
K576-2	6	35	35	3/4	0	1	1	HC
K576-2	7	39	39	3/4	0	1	1	PAC
K576-2	8	47	47	3/4	1/4	1	1	HC
K576-2	9	51	51	3/4	1/4	1	1	PAC
K576-2	10	59	59	3/4	0	1	1	PAC
K576-2	11	62	62	3/4	0	1	1	PAC
K576-2	12	65	65	3/4	0	1	1	PAC
K576-3	0	8	8	2/4	1/4	1	1	PAC
K576-3	1	16	16	2/4	0	1	1	PAC
K576-3	2	23	23	2/4	0	1	1	HC
K576-3	3	34	34	2/4	0	1	1	HC
K576-3	4	50	50	2/4	0	1	1	PAC
K576-3	5	54	54	2/4	1/8	1	1	HC
K576-3	6	58	58	2/4	0	1	1	PAC
K576-3	7	72	72	2/4	1/4	1	1	PAC
K576-3	8	80	80	2/4	0	1	1	PAC
K576-3	9	92	92	2/4	0	1	1	HC
K576-3	10	114	114	2/4	0	1	1	HC
K576-3	11	125	125	2/4	0	1	1	HC
K576-3	12	141	141	2/4	0	1	1	PAC
K576-3	13	145	145	2/4	1/8	1	1	HC
K576-3	14	149	149	2/4	0	1	1	PAC
K576-3	15	155	155	2/4	0	1	1	HC
K576-3	16	170	170	2/4	1/4	1	1	PAC
K576-3	17	178	178	2/4	0	1	1	EC
K576-3	18	181	181	2/4	0	1	1	EC
K576-3	19	184	184	2/4	0	1	1	PAC
